week,year,region,rainfall,y,mu_true,amp_true,beta_true
45,5,coastal,-0.32773920603137935,2.0935245791761847,2.0088546694080573,1.4,-0.4369238178417234
46,5,coastal,1.4217083089534805,1.4178465204819928,1.3500968255501635,1.4,-0.4467189933441243
47,5,coastal,0.6691753065516277,1.8496648366514539,1.8454225077122959,1.4,-0.45
48,5,coastal,-0.1386924666377113,2.62183251960434,2.4080820239316445,1.4,-0.4467189933441243
49,5,coastal,0.5654474379783613,2.5049362677250158,2.331565602212133,1.4,-0.43692381784172346
50,5,coastal,1.7443843684108677,1.6703473328868392,2.1032812426181575,1.4,-0.4207573092084367
51,5,coastal,-0.22486676530731062,2.8902159550339612,3.2035833066813697,1.4,-0.3984552115439446
52,5,coastal,-0.4683981083846813,3.788077115427715,3.573467838707067,1.4,-0.37034273965214565
0,6,coastal,1.108247691683214,3.0684283113404076,2.989568513648872,1.4,-0.37034273965214537
1,6,coastal,-1.5583538574500762,4.546860308371844,4.2109161031482305,1.4,-0.3368298366769955
2,6,coastal,-1.7033427792334301,4.669880530675536,4.471042620551269,1.4,-0.29840519620835787
3,6,coastal,-0.13598225225570887,4.4143301773702115,4.256137970056947,1.4,-0.2556291360290201
4,6,coastal,-0.7539875207559015,4.829472538139787,4.611552497696362,1.4,-0.20912542741969584
5,6,coastal,-0.8887686185757344,4.7244405529774625,4.79527136735812,1.4,-0.15957219916914103
6,6,coastal,-1.0199600645313829,5.350723253408979,4.924640659020708,1.4,-0.10769204892940099
7,6,coastal,0.6694228664247076,4.447250681793364,4.898031891244961,1.4,-0.05424150611489537
8,6,coastal,-1.969862442493885,4.765912798746307,5.010335371166972,1.4,0.0
9,6,coastal,-1.8757240729637814,5.279752672914797,4.941158431428864,1.4,0.05424150611489537
10,6,coastal,-1.059479314775811,4.998507932097623,4.9198553440910455,1.4,0.10769204892940099
11,6,coastal,0.07401149147037035,5.084819852066036,4.9988430751556345,1.4,0.15957219916914103
12,6,coastal,-0.5363121522207248,4.427852582880404,4.794900591174643,1.4,0.20912542741969584
13,6,coastal,0.8372558710362271,5.066057242077182,5.014026994948216,1.4,0.2556291360290201
14,6,coastal,-0.03502671933854941,5.1539899644949925,4.662075593179617,1.4,0.29840519620835787
15,6,coastal,1.2712526280087886,4.658224541262813,4.959800005162428,1.4,0.3368298366769955
16,6,coastal,-0.47539493648630743,3.9141760927632587,4.208033574026494,1.4,0.37034273965214537
17,6,coastal,0.3568514429530057,4.5884303691640085,4.3785656588182045,1.4,0.3984552115439445
18,6,coastal,0.4357822260760633,4.739345817071998,4.277378010179893,1.4,0.4207573092084367
19,6,coastal,-0.22525028586970966,3.5582694358668987,3.8630704842593624,1.4,0.4369238178417234
20,6,coastal,-0.08702205783349322,3.773376553325773,3.803069967154954,1.4,0.4467189933441243
21,6,coastal,-0.8928121713631201,3.2031499179928913,3.3353672093943607,1.4,0.45
22,6,coastal,0.08934784512994472,3.501707542320065,3.6872637260073002,1.4,0.4467189933441243
23,6,coastal,-0.6795361739186668,3.4481971461653718,3.274611199851459,1.4,0.43692381784172346
24,6,coastal,0.38378137118732036,3.588056670949421,3.668806392766235,1.4,0.4207573092084367
25,6,coastal,0.7404100694884769,3.8661182641884353,3.7465069277238467,1.4,0.3984552115439445
26,6,coastal,0.26058987127999084,3.1928608210143086,3.4965075668554317,1.4,0.3703427396521454
27,6,coastal,-0.4193365704709905,2.811269758450961,3.207268254599016,1.4,0.3368298366769956
