"t","y","subject","f_pop","dev_true"
0.98,2.424635022963127,6.0,2.0751620781172546,0.032492447917142384
0.02,3.3872205196536247,7.0,3.2271620781172534,-0.018559556094275214
0.06,3.5269523728120094,7.0,3.6775252583428983,-0.05350631303911352
0.1,3.4980615342482997,7.0,4.11606797749979,-0.08208836954072528
0.14,4.233285198427759,7.0,4.5351171662602905,-0.1005606523406396
0.18,4.595931863365166,7.0,4.927307179915986,-0.1058914162263094
0.22,5.67314787286963,7.0,5.285695958994759,-0.09598224752581846
0.26,5.775969790167442,7.0,5.603874509685646,-0.06982772600820458
0.3,5.957245977849015,7.0,5.8760679774997895,-0.02760427445125674
0.34,5.537526583315156,7.0,6.097226720175454,0.029317791783409652
0.38,6.899648216145694,7.0,6.263105943553006,0.09844013713779035
0.42,6.1575136545939575,7.0,6.370332644514525,0.17627638023542685
0.46,6.914874748392512,7.0,6.416458805257912,0.25855764332756814
0.5,6.6917751598598185,7.0,6.4,0.3404909744835332
0.54,6.621802210655681,7.0,6.320458805257911,0.4170545595724441
0.58,6.904863733597005,7.0,6.178332644514525,0.4833112685666304
0.62,6.568734755622771,7.0,5.975105943553006,0.5347208663261412
0.66,5.2513340151469174,7.0,5.713226720175454,0.5674312390857204
0.7,5.429027690760855,7.0,5.39606797749979,0.5785302440281868
0.74,4.724839618750602,7.0,5.027874509685645,0.5662422026454847
0.78,5.000370526566634,7.0,4.613695958994759,0.5300564783832447
0.82,4.30155773361124,7.0,4.159307179915988,0.47077979137988357
0.86,3.8962318883316103,7.0,3.6711171662602915,0.3905086641404399
0.9,4.072726792415882,7.0,3.1560679774997897,0.2925233646341221
0.94,2.947532313003185,7.0,2.6215252583429,0.18110960584571165
0.98,2.2152616736294632,7.0,2.0751620781172546,0.06131876646000188
0.02,2.9829942205994047,8.0,3.2271620781172534,0.024904769123120882
0.06,3.631747571620945,8.0,3.6775252583428983,0.07219031091268352
0.1,4.486703106480609,8.0,4.11606797749979,0.112077581494872
0.14,4.710274779180119,8.0,4.5351171662602905,0.14020230670699307
0.18,5.202221648640505,8.0,4.927307179915986,0.15301373830234793
0.22,5.33511603291167,8.0,5.285695958994759,0.14802588845926537
0.26,5.634316298966816,8.0,5.603874509685646,0.12400024388861428
0.3,6.226547582379499,8.0,5.8760679774997895,0.0810480608563896
0.34,5.942375706240371,8.0,6.097226720175454,0.02064542756860127
0.38,6.697898158662607,8.0,6.263105943553006,-0.054440200295954005
0.42,6.478602831839017,8.0,6.370332644514525,-0.14030767897601074
0.46,6.6398656460818675,8.0,6.416458805257912,-0.23215441900706602
0.5,6.382226049974322,8.0,6.4,-0.3245688010851055
0.54,5.737029578329955,8.0,6.320458805257911,-0.4118645392820294
0.58,5.863822935504757,8.0,6.178332644514525,-0.48843607174147186
0.62,5.367513234472435,8.0,5.975105943553006,-0.5491126783077906
0.66,4.483487095408571,8.0,5.713226720175454,-0.5894890446180134
0.7,4.786616716634582,8.0,5.39606797749979,-0.6062114126998941
0.74,4.4215937206975475,8.0,5.027874509685645,-0.5972011907502593
0.78,4.349754735935232,8.0,4.613695958994759,-0.5618017687304991
0.82,3.985615720566014,8.0,4.159307179915988,-0.5008390591735634
0.86,2.9205819421840764,8.0,3.6711171662602915,-0.41659165508727575
0.9,3.2087301745553343,8.0,3.1560679774997897,-0.31267213225327106
0.94,2.6722478346201264,8.0,2.6215252583429,-0.1938265681543632
0.98,2.4290030830247913,8.0,2.0751620781172546,-0.06566445640940138
0.02,2.952155256791225,9.0,3.2271620781172534,-0.042872644075323714
0.06,4.058667574703223,9.0,3.6775252583428983,-0.127984154887554
0.1,4.231629322910526,9.0,4.11606797749979,-0.2112016677337056
0.14,4.2099160601956775,9.0,4.5351171662602905,-0.29128701567159304
0.18,4.4154828985777925,9.0,4.927307179915986,-0.3670389483760886
0.22,4.486380688168651,9.0,5.285695958994759,-0.4373081970061441
0.26,5.168386321310672,9.0,5.603874509685646,-0.5010127471928361
0.3,5.971701210874161,9.0,5.8760679774997895,-0.5571532584650856
0.34,5.515486448887519,9.0,6.097226720175454,-0.6048284902749647
0.38,5.963516812884511,9.0,6.263105943553006,-0.6432505123421381
0.42,5.64338794379436,9.0,6.370332644514525,-0.6717593967808053
0.46,5.998087730646525,9.0,6.416458805257912,-0.6898370179246726
0.5,5.818940919292004,9.0,6.4,-0.6971195290635205
0.54,5.535320726274506,9.0,6.320458805257911,-0.6934080487900156
0.58,5.205280296442513,9.0,6.178332644514525,-0.6786770775088893
0.62,5.332129096691564,9.0,5.975105943553006,-0.6530801796113676
0.66,4.731343021939736,9.0,5.713226720175454,-0.616952509939826
0.7,4.635156687010571,9.0,5.39606797749979,-0.5708098337810108
0.74,4.2941874287878585,9.0,5.027874509685645,-0.5153437853073545
0.78,4.345991051501463,9.0,4.613695958994759,-0.4514132260886497
0.82,4.044697479961082,9.0,4.159307179915988,-0.380031697574659
0.86,3.450084044334521,9.0,3.6711171662602915,-0.30235110277009286
0.9,2.333039406174299,9.0,3.1560679774997897,-0.21964189544887025
0.94,2.200980149282972,9.0,2.6215252583429,-0.13327019267105375
0.98,2.07580310121903,9.0,2.0751620781172546,-0.04467235073253389
0.02,2.861043830179487,10.0,3.2271620781172534,0.016385197333846267
0.06,3.4188052350852813,10.0,3.6775252583428983,0.04845506126304294
0.1,4.144721149476759,10.0,4.11606797749979,0.0784621611919914
0.14,4.816519162584402,10.0,4.5351171662602905,0.10515839061410939
0.18,4.3206337233301015,10.0,4.927307179915986,0.1274781415107144
0.22,5.746790739185873,10.0,5.285695958994759,0.14459561174554425
0.26,5.799841345466656,10.0,5.603874509685646,0.15596759945209926
0.3,6.40530854627065,10.0,5.8760679774997895,0.16135923889968795
0.34,6.369765457863414,10.0,6.097226720175454,0.1608511931611924
0.38,5.23871817680574,10.0,6.263105943553006,0.15482797094235487
0.42,6.030631370694862,10.0,6.370332644514525,0.14394820598872496
0.46,6.841752638417977,10.0,6.416458805257912,0.12909885421679201
0.5,6.0726242216369455,10.0,6.4,0.1113362562142057
0.54,6.1273643844446575,10.0,6.320458805257911,0.09181781894206568
0.58,5.955761223180223,10.0,6.178332644514525,0.07172863999564019
0.62,5.880005357716096,10.0,5.975105943553006,0.05220769516724147
0.66,6.422330481194508,10.0,5.713226720175454,0.03427821694197469
0.7,5.129661912361628,10.0,5.39606797749979,0.018786607835063557
0.74,5.022831986892772,10.0,5.027874509685645,0.006353676297316965
0.78,5.089938185679894,10.0,4.613695958994759,-0.002658810466061562
0.82,3.992675059974841,10.0,4.159307179915988,-0.008164242846277904
0.86,4.013856961680492,10.0,3.6711171662602915,-0.010349046021325567
0.9,3.5908375254135745,10.0,3.1560679774997897,-0.009652570671445593
0.94,2.119101461653156,10.0,2.6215252583429,-0.006730393162101129
0.98,2.53722704217492,10.0,2.0751620781172546,-0.0024034745935688348
0.02,3.0182051483945496,11.0,3.2271620781172534,-0.2163894488883908
0.06,2.996671337926102,11.0,3.6775252583428983,-0.6390192842581731
0.1,3.74141762423062,11.0,4.11606797749979,-1.0317852664653153
0.14,3.4784649313424563,11.0,4.5351171662602905,-1.376686811334382
0.18,3.2225483608442085,11.0,4.927307179915986,-1.6584632626540956
0.22,3.8395667000649953,11.0,5.285695958994759,-1.8654516735598068
0.26,4.0258291161722815,11.0,5.603874509685646,-1.990224344790863
0.3,3.321342340704919,11.0,5.8760679774997895,-2.0299675636916357
0.34,3.7914120928845585,11.0,6.097226720175454,-1.9865791337417464
0.38,4.430339139247089,11.0,6.263105943553006,-1.866479816554638
0.42,4.51649222565435,11.0,6.370332644514525,-1.6801516272292956
0.46,4.88493047653119,11.0,6.416458805257912,-1.44143291252347
0.5,5.322125704704799,11.0,6.4,-1.1666152348306411
0.54,5.832121389948192,11.0,6.320458805257911,-0.8733993379823713
0.58,5.624137648082029,11.0,6.178332644514525,-0.57977611671687
0.62,5.101591726930345,11.0,5.975105943553006,-0.3029030102944231
0.66,5.312734783950631,11.0,5.713226720175454,-0.05804631290431572
0.7,5.743130652987868,11.0,5.39606797749979,0.14234446194221817
0.74,5.490631631063238,11.0,5.027874509685645,0.289372531864063
0.78,5.020480209857714,11.0,4.613695958994759,0.37819459858510374
0.82,4.8854127766418545,11.0,4.159307179915988,0.4082558581481518
0.86,3.7943272246654436,11.0,3.6711171662602915,0.38324559490395976
0.9,3.1833202730992527,11.0,3.1560679774997897,0.31077739954653927
0.94,2.491280318116259,11.0,2.6215252583429,0.20181549162157492
0.98,2.2780383433891656,11.0,2.0751620781172546,0.06988469551673525
0.02,3.3923136431537397,12.0,3.2271620781172534,0.05588227596227045
0.06,4.225008868571425,12.0,3.6775252583428983,0.1654509636710209
0.1,4.4795762272661035,12.0,4.11606797749979,0.2685492879235303
0.14,4.815090698701956,12.0,4.5351171662602905,0.3612473982730894
0.18,5.0867376983013015,12.0,4.927307179915986,0.44016683344327445
0.22,5.745335139678314,12.0,5.285695958994759,0.5026542259866009
0.26,6.279225634498599,12.0,5.603874509685646,0.5469116650970085
0.3,6.30525559167468,12.0,5.8760679774997895,0.5720760997889662
0.34,6.07877392560473,12.0,6.097226720175454,0.578243322607968
0.38,6.583332501603596,12.0,6.263105943553006,0.5664355038687192
0.42,7.320575194927546,12.0,6.370332644514525,0.5385147334454995
0.46,7.170200054227676,12.0,6.416458805257912,0.4970483532058474
0.5,7.038162057400972,12.0,6.4,0.44513482034328006
0.54,6.417264689238906,12.0,6.320458805257911,0.38620124545324663
0.58,6.761270886140443,12.0,6.178332644514525,0.32378544938753967
0.62,5.713483251676189,12.0,5.975105943553006,0.2613162741418269
0.66,5.732274818508821,12.0,5.713226720175454,0.20190591056591486
0.7,5.300439122226105,12.0,5.39606797749979,0.14816716910253902
0.74,5.271542331724187,12.0,5.027874509685645,0.10206697290922642
0.78,4.317340987564788,12.0,4.613695958994759,0.06482500033195868
0.82,4.348564549927963,12.0,4.159307179915988,0.03686349479290804
0.86,3.701294075356093,12.0,3.6711171662602915,0.017810978640326075
0.9,3.6579636372383004,12.0,3.1560679774997897,0.006559160624694943
0.94,2.291050300707564,12.0,2.6215252583429,0.0013689319365874364
0.98,2.3443831469733887,12.0,2.0751620781172546,1.8217297613802585e-5
0.02,3.07573920707086,13.0,3.2271620781172534,-0.038240650110129545
0.06,4.0138711109079,13.0,3.6775252583428983,-0.10996155949253753
0.1,4.112989947483949,13.0,4.11606797749979,-0.16773758983028306
0.14,4.602159056406571,13.0,4.5351171662602905,-0.20337141640742273
0.18,3.893926732307608,13.0,4.927307179915986,-0.21023997107439119
0.22,4.8429567420151525,13.0,5.285695958994759,-0.18377973328240138
0.26,5.881508632676095,13.0,5.603874509685646,-0.12183863608813716
0.3,5.954464183046496,13.0,5.8760679774997895,-0.024871447917252265
0.34,6.769092595659843,13.0,6.097226720175454,0.10403459521906666
0.38,7.26213902451292,13.0,6.263105943553006,0.2593063724975103
0.42,6.672152290417447,13.0,6.370332644514525,0.43319521323159693
0.46,6.744002866669781,13.0,6.416458805257912,0.6162321128851589
0.5,7.109847644428543,13.0,6.4,0.7977997265742652
0.54,7.732767309458706,13.0,6.320458805257911,0.9667855619928398
0.58,8.20944953297846,13.0,6.178332644514525,1.1122755489941216
0.62,7.3218727046745125,13.0,5.975105943553006,1.2242444799361463
0.66,7.347953967822447,13.0,5.713226720175454,1.2941998642493266
0.7,6.817800767141315,13.0,5.39606797749979,1.3157385217297863
0.74,6.435360487131109,13.0,5.027874509685645,1.2849805793641762
0.78,5.998508142558891,13.0,4.613695958994759,1.2008531027491656
0.82,5.379328871719402,13.0,4.159307179915988,1.0652049121252085
0.86,4.497696464135655,13.0,3.6711171662602915,0.8827446211906219
0.9,3.411301912045092,13.0,3.1560679774997897,0.6608049370685519
0.94,2.7513832305797443,13.0,2.6215252583429,0.4089470825757734
0.98,1.6640220774401917,13.0,2.0751620781172546,0.13842916873401456
0.02,3.4047175593312247,14.0,3.2271620781172534,-0.08975403709637501
0.06,3.8311189797002307,14.0,3.6775252583428983,-0.26430061711872915
0.1,3.6107854853851027,14.0,4.11606797749979,-0.42426376979636915
0.14,3.760841022089908,14.0,4.5351171662602905,-0.5609059796980562
0.18,4.425580581393218,14.0,4.927307179915986,-0.6669024437740352
0.22,4.820290527276778,14.0,5.285695958994759,-0.7367814300584092
0.26,5.054346317326932,14.0,5.603874509685646,-0.7672493446866704
0.3,5.204543891580874,14.0,5.8760679774997895,-0.7573803776450978
0.34,5.230711689492817,14.0,6.097226720175454,-0.7086590839886578
0.38,6.0005138982156865,14.0,6.263105943553006,-0.6248734708695866
0.42,6.722461575313148,14.0,6.370332644514525,-0.5118655231110976
0.46,5.967975091458142,14.0,6.416458805257912,-0.3771550234530616
0.5,6.191465839431455,14.0,6.4,-0.2294604478398873
0.54,6.530924742422149,14.0,6.320458805257911,-0.07814714389125033
0.58,6.068766790567076,14.0,6.178332644514525,0.06736247126559855
0.62,6.634291707758329,14.0,5.975105943553006,0.19817961318375696
0.66,5.997166715655758,14.0,5.713226720175454,0.30650363749275866
0.7,6.195008818861693,14.0,5.39606797749979,0.3861055739663878
0.74,5.98927284168023,14.0,5.027874509685645,0.4327104092679804
0.78,4.71385260551972,14.0,4.613695958994759,0.44425424175516526
0.82,4.93943775566815,14.0,4.159307179915988,0.42100033109305135
0.86,3.5412116783826395,14.0,3.6711171662602915,0.3655069658511134
0.9,3.1620264767120365,14.0,3.1560679774997897,0.28244941395754664
0.94,2.822465844251959,14.0,2.6215252583429,0.17830741639539524
0.98,2.328946290965027,14.0,2.0751620781172546,0.06093815563378434
0.02,3.2005527258933975,15.0,3.2271620781172534,-0.019517761457954787
0.06,3.8118097541561604,15.0,3.6775252583428983,-0.0601090874744374
0.1,3.694011837578893,15.0,4.11606797749979,-0.10522618938708861
0.14,4.393662192207401,15.0,4.5351171662602905,-0.15742373108241148
0.18,3.9030815132774377,15.0,4.927307179915986,-0.21859555238720213
0.22,4.6107751916305,15.0,5.285695958994759,-0.28977408133193466
0.26,5.173397737364231,15.0,5.603874509685646,-0.37098856422924026
0.3,5.748331486719681,15.0,5.8760679774997895,-0.4611922342310293
0.34,5.323612529013055,15.0,6.097226720175454,-0.5582641142461375
0.38,5.575394517469467,15.0,6.263105943553006,-0.6590863497685164
0.42,6.492564260015302,15.0,6.370332644514525,-0.7596930946535103
0.46,5.366251210881802,15.0,6.416458805257912,-0.855482336342535
0.5,5.437642524240086,15.0,6.4,-0.9414779400225529
0.54,5.6572693395481,15.0,6.320458805257911,-1.012625874176755
0.58,5.539443943146964,15.0,6.178332644514525,-1.0641062639063215
0.62,4.71580574604327,15.0,5.975105943553006,-1.091641751462442
0.66,4.999845620046456,15.0,5.713226720175454,-1.0917827016652606
0.7,4.163013606706763,15.0,5.39606797749979,-1.0621510723836964
0.74,4.116914884450585,15.0,5.027874509685645,-1.0016271991423165
0.78,3.696891052844502,15.0,4.613695958994759,-0.910467168247172
0.82,2.9175257697657306,15.0,4.159307179915988,-0.7903426619042234
0.86,3.2651615495880413,15.0,3.6711171662602915,-0.644299889571482
0.9,2.818487630121104,15.0,3.1560679774997897,-0.47663917720508414
0.94,1.9531544758372235,15.0,2.6215252583429,-0.2927216606353351
0.98,2.4950474425687643,15.0,2.0751620781172546,-0.09871401650085321
