"x","pop","y"
0.9096940957539621,9884.0,17.0
0.7074167500561737,7110.0,4.0
0.7057264791318802,4531.0,5.0
0.6962066481312663,5598.0,3.0
0.30487959835661727,15029.0,94.0
0.06140637621276812,17529.0,82.0
0.5337037940616356,6039.0,11.0
0.044948855715009506,8765.0,34.0
0.9559058310919719,26891.0,48.0
0.09367906740695564,7324.0,25.0
0.3008941512963119,7652.0,39.0
0.26197881813906787,15708.0,89.0
0.2578990220263211,5218.0,33.0
0.9674165163809305,10950.0,29.0
0.7050801947437404,24843.0,28.0
0.7293929435073037,8586.0,9.0
0.9689018595172576,23248.0,39.0
0.9144862038803765,8328.0,17.0
0.21303551037755009,11291.0,63.0
0.019132596299677784,7006.0,15.0
0.1719520427405712,6367.0,35.0
0.07502379981034957,11088.0,37.0
0.26896152008404006,19023.0,120.0
0.042593586489447555,13316.0,37.0
0.7079572848641889,9573.0,7.0
0.6866784787741653,40012.0,42.0
0.5419435498250507,13988.0,32.0
0.3095508282822599,5088.0,28.0
0.2409360340433302,23625.0,132.0
0.5161473083158687,4103.0,7.0
0.6097230697234193,3734.0,8.0
0.15965864958150577,8977.0,51.0
0.5094187990086878,23619.0,45.0
0.9308417347615192,6478.0,9.0
0.9595528108338311,5444.0,8.0
0.7455793039679968,3529.0,3.0
0.8668001857069334,15499.0,24.0
0.15043863638404953,3837.0,18.0
0.7624073751988341,6076.0,4.0
0.8371245800294616,20089.0,31.0
0.057248088197193514,9722.0,27.0
0.08205308509409615,10489.0,34.0
0.4936456174333883,2527.0,8.0
0.11234818680244696,5734.0,24.0
0.5595459511750462,2846.0,7.0
0.44251882574058965,17783.0,58.0
0.7982358987633986,18827.0,20.0
0.12483639993770446,7988.0,32.0
0.42096312181421003,22454.0,86.0
0.03686483412478081,11291.0,41.0
0.19945898050924327,8527.0,49.0
0.5985227832369,13027.0,22.0
0.5850162521771107,2337.0,4.0
0.28013773433839106,11515.0,73.0
0.8813807525558683,21767.0,34.0
0.21922413789989137,17227.0,107.0
0.7862472913949317,6234.0,7.0
0.2711671850528059,2023.0,8.0
0.20183908511529047,29509.0,174.0
0.20212952637603943,4457.0,29.0
0.2291110869279125,11566.0,65.0
0.07559317242354036,4215.0,20.0
0.482940829290458,17310.0,36.0
0.7388938673198968,4062.0,1.0
0.1952132662027628,13338.0,82.0
0.39871485656904193,4851.0,15.0
0.03405728086480608,19057.0,72.0
0.6360322244641397,7629.0,8.0
0.031114591312550788,39795.0,94.0
0.54857137258237,3048.0,7.0
0.023420893510965657,3937.0,8.0
0.9950651489518385,7401.0,16.0
0.7664609097939592,2870.0,8.0
0.49176408897465373,12848.0,43.0
0.7320397983084252,14857.0,14.0
0.12363137930118628,19774.0,103.0
0.6187263978059232,17955.0,21.0
0.7951322374762837,24029.0,20.0
0.33585877336508774,11657.0,61.0
0.9517490441834575,9156.0,19.0
0.6564558090049168,19975.0,28.0
0.9403464553856056,3518.0,8.0
0.5634235997902988,3307.0,3.0
0.17967901308130907,6487.0,38.0
0.2579578806968812,6562.0,37.0
0.7668588111840868,29132.0,31.0
0.013323141160113572,3152.0,9.0
0.7204312401099222,4550.0,3.0
0.09394623641294508,3711.0,13.0
0.31379920590270993,5722.0,29.0
0.26497441857049675,26788.0,159.0
0.14056681202975652,9632.0,54.0
0.2238342730612366,12579.0,79.0
0.2782458448491132,5635.0,33.0
0.02010817763911099,9959.0,20.0
0.7386350320821871,3621.0,5.0
0.9416061176145387,2223.0,5.0
0.5210427414473366,41990.0,81.0
0.5416015019056004,10020.0,17.0
0.41568072313663573,13646.0,51.0
0.4261384632066467,7601.0,29.0
0.5748665914661508,12482.0,19.0
0.19908199849428665,31299.0,198.0
0.7823888295345489,5663.0,4.0
0.3794978847734227,16112.0,61.0
0.2870995820298914,5221.0,27.0
0.48463148383647914,10618.0,22.0
0.5360863231251656,4025.0,4.0
0.39875611434407765,13749.0,59.0
0.29383065859092095,4560.0,21.0
0.380562018652278,12240.0,52.0
0.4294617356039929,10342.0,30.0
0.3940933837741796,5695.0,32.0
0.8547501828101323,3497.0,1.0
0.05798865149844912,3518.0,4.0
0.41621180748197006,21430.0,70.0
0.36040194271471115,22426.0,120.0
0.45332447749548055,5003.0,15.0
0.07066327594349953,30737.0,119.0
0.54621251178788,3409.0,4.0
0.7154994958468162,8227.0,6.0
0.5890106662642454,4042.0,8.0
0.4182490256888862,9326.0,36.0
0.35599989789101705,4947.0,23.0
0.22691457249514002,25316.0,138.0
0.3965109587890234,7950.0,35.0
0.5182240326458569,2241.0,7.0
0.49046125500974624,4790.0,14.0
0.8010448517439535,3652.0,6.0
0.4682940229182604,45423.0,123.0
0.6680047102424773,6371.0,6.0
0.18096853693006443,8680.0,67.0
0.12258178353691762,4874.0,28.0
0.14875572110999857,3094.0,19.0
0.28024629090842224,2486.0,22.0
0.1259765234547614,4234.0,17.0
0.0535279088216547,21865.0,63.0
0.8020819087829412,7467.0,9.0
0.2604407483119964,4309.0,22.0
0.17077399542930416,11538.0,56.0
0.2567038260071757,6398.0,41.0
0.7826881136648733,11681.0,10.0
0.43685658184062537,4164.0,20.0
0.3812755803533985,3429.0,22.0
0.9379415629269896,2248.0,10.0
0.1705561406288052,9084.0,51.0
0.8041509385573067,5879.0,4.0
0.6847998800277548,5517.0,7.0
0.9418909828882323,14545.0,25.0
0.6579033753589141,9075.0,13.0
0.3309042990428954,22197.0,109.0
0.06836456231908294,4879.0,21.0
0.2850681404364004,1283.0,7.0
0.009410727630565496,5681.0,16.0
0.1244972236881643,10244.0,53.0
0.4065831784399012,5664.0,28.0
0.10554204508600828,7699.0,27.0
0.9233573435574094,20488.0,28.0
0.5074740026959732,6374.0,17.0
0.3062020851444691,24307.0,139.0
0.8553735271458758,8737.0,9.0
0.3758680722359309,2786.0,8.0
0.8880098239164202,6375.0,10.0
0.42092437893444434,6842.0,27.0
0.8232203970149812,7348.0,7.0
0.08573979274386567,10923.0,45.0
0.3888949228016585,29994.0,136.0
0.18386713406597344,13511.0,72.0
0.5901349337759838,4494.0,4.0
0.007142382694645066,13255.0,31.0
0.812653581419333,7776.0,6.0
0.6635262707863123,9718.0,7.0
0.9930231730830508,6790.0,14.0
0.4594533749368075,5290.0,17.0
0.2295217783725958,16080.0,93.0
0.8531805212662968,7338.0,11.0
0.7954656850711959,4296.0,7.0
0.6588717790899825,22118.0,29.0
0.8331462192815038,6136.0,7.0
0.3117295057577598,7087.0,51.0
0.3219748946170733,6556.0,35.0
0.9637375673273785,3073.0,5.0
0.38819714472969946,6547.0,25.0
0.9412915930288055,17992.0,39.0
0.6203686136780495,8714.0,8.0
0.5408838890935339,5502.0,6.0
0.983366646796529,4227.0,10.0
0.1537873668500247,10792.0,54.0
0.009549915303415757,10975.0,24.0
0.31446455063211554,3138.0,21.0
0.05232252387866021,11842.0,39.0
0.2058485228131932,11645.0,79.0
0.7340316802940967,6798.0,4.0
0.3889674159044447,5080.0,13.0
0.6536202574488554,5484.0,9.0
0.351272995141547,6330.0,33.0
0.7596463855437672,4730.0,3.0
0.45769078549548503,42668.0,130.0
0.6412687643101269,2895.0,5.0
0.4709345515796515,5878.0,13.0
0.7404779436406834,12413.0,12.0
0.2799949126261847,11818.0,76.0
0.43957803918777927,14995.0,47.0
0.12818586665167953,9163.0,44.0
0.8082773334280915,19651.0,18.0
0.5892021482900496,1804.0,2.0
0.7078055266492378,7094.0,5.0
0.69400054439186,22305.0,22.0
0.027003042807702826,5527.0,19.0
0.3195046327126012,7698.0,47.0
0.4108823233083738,37245.0,157.0
0.8797939308280378,6849.0,9.0
0.0477849656282201,13570.0,46.0
0.6596754639551015,17424.0,18.0
0.29181132148589706,6577.0,43.0
0.0028620124639913147,7520.0,24.0
0.014266038840098805,5907.0,22.0
0.44520010370869656,2258.0,6.0
0.0197743049694441,9372.0,21.0
0.7258661309531882,9635.0,7.0
0.3496295688010935,10051.0,49.0
0.9226878858590817,15580.0,24.0
0.34714882913242673,5251.0,23.0
0.9995857303033253,4926.0,10.0
0.5956128640720693,18741.0,19.0
0.5043205071098626,6339.0,11.0
0.781634687594498,16488.0,18.0
