"y","x1","x2","x3"
1.462036,0.132976,0.149059,0.168106
1.812633,0.272566,0.400753,0.716788
2.968749,0.127665,0.999582,0.40586
2.163485,0.278038,0.85824,0.677607
0.716619,0.804404,0.036799,0.20762
2.585521,0.363384,0.762762,0.286584
0.933796,0.163528,0.230663,0.971215
0.17778,0.739536,0.781737,0.638552
-0.530986,0.779173,0.353016,0.83996
0.267305,0.528249,0.051863,0.621629
0.495956,0.273301,0.322298,0.989152
1.352475,0.485481,0.551857,0.913542
2.020791,0.326171,0.954248,0.126215
-0.460261,0.750946,0.788296,0.893102
0.539155,0.049845,0.82996,0.844357
-0.348372,0.712971,0.448824,0.770794
0.139099,0.762626,0.514158,0.527913
1.454651,0.410391,0.44811,0.191952
2.777505,0.220078,0.559686,0.60487
0.551651,0.847627,0.853791,0.422902
2.296656,0.146334,0.87205,0.260264
1.711064,0.363819,0.072381,0.496214
1.825972,0.353254,0.114666,0.767042
1.334464,0.063153,0.484906,0.151553
1.028341,0.792255,0.340028,0.36086
1.280628,0.2962,0.677377,0.453974
1.729272,0.132754,0.346295,0.587274
0.510395,0.941112,0.923793,0.681025
-0.90232,0.643068,0.352845,0.987813
2.367966,0.413083,0.758162,0.508957
2.534393,0.350765,0.967891,0.060893
1.02315,0.476076,0.342063,0.695505
-0.53055,0.737303,0.432913,0.796776
1.728227,0.4087,0.706236,0.822926
-0.225915,0.850819,0.724924,0.416237
0.740491,0.554826,0.481714,0.183579
1.814122,0.116585,0.969334,0.820019
1.472867,0.56833,0.95934,0.377091
0.934803,0.052152,0.0529,0.792827
2.279155,0.164693,0.125886,0.550417
1.955687,0.195441,0.047856,0.235259
0.608152,0.877369,0.347931,0.410289
0.188823,0.826467,0.322921,0.116669
0.463381,0.596504,0.185019,0.418077
1.553389,0.082192,0.264161,0.260897
1.267763,0.094476,0.363988,0.836587
-0.14481,0.679743,0.336595,0.975956
2.136347,0.136056,0.914981,0.114257
1.316915,0.451094,0.630252,0.584631
-0.023705,0.954281,0.514051,0.812695
-0.320573,0.904193,0.148779,0.935116
-1.26039,0.689308,0.866694,0.851354
0.115473,0.567228,0.44388,0.794589
-0.00364,0.718027,0.761623,0.151928
1.345912,0.358205,0.876003,0.784729
0.174365,0.962199,0.402129,0.882236
0.853159,0.435623,0.331189,0.025739
1.134241,0.90452,0.899229,0.320235
0.89943,0.668198,0.957321,0.12445
0.281405,0.706974,0.657657,0.552503
1.377413,0.477563,0.891552,0.004651
-0.473743,0.605124,0.082931,0.133315
-0.67541,0.889027,0.025857,0.905817
1.518514,0.064038,0.89183,0.805077
1.617181,0.054571,0.439143,0.718321
0.124417,0.733361,0.134448,0.283984
0.586769,0.623965,0.196181,0.616807
-0.543444,0.036917,0.192798,0.862612
1.663174,0.40132,0.130934,0.819199
0.641267,0.420612,0.458136,0.535995
-0.461954,0.475948,0.32641,0.763679
1.042735,0.794251,0.898747,0.512218
1.375383,0.533772,0.070677,0.415868
-0.525215,0.728975,0.650066,0.01161
0.441294,0.588528,0.047754,0.391393
0.267353,0.536327,0.342756,0.486084
0.244579,0.093788,0.162939,0.593946
2.465195,0.349246,0.924437,0.607935
1.928302,0.472996,0.638158,0.375724
-0.087066,0.541598,0.055658,0.737881
1.698473,0.393428,0.599038,0.30082
1.09659,0.406282,0.103926,0.197487
2.545809,0.2649,0.486794,0.274388
1.067037,0.49306,0.663013,0.465302
1.406435,0.484998,0.234549,0.40867
1.353899,0.883129,0.788015,0.07672
0.598164,0.713547,0.634545,0.082706
1.394829,0.028101,0.035296,0.41666
0.914294,0.592044,0.082529,0.067644
1.809753,0.245977,0.335264,0.313808
0.280941,0.838463,0.459536,0.641763
2.318856,0.087785,0.994058,0.655956
1.654642,0.534949,0.584027,0.054604
2.104355,0.217985,0.252945,0.557542
1.430275,0.268255,0.188733,0.173326
2.122206,0.303094,0.403784,0.233117
2.988207,0.20049,0.210713,0.700736
0.203571,0.458376,0.003486,0.15022
-0.334394,0.83575,0.222737,0.858862
0.792023,0.298625,0.029203,0.140787
-1.649419,0.864391,0.601719,0.929413
0.599567,0.532375,0.358772,0.25061
0.749436,0.979505,0.902216,0.883275
0.02907,0.011703,0.516253,0.767499
0.600304,0.826394,0.760592,0.218809
1.31004,0.18201,0.454261,0.804857
0.651777,0.578846,0.654935,0.036615
1.527643,0.246813,0.66006,0.245778
1.512948,0.493765,0.341811,0.621908
0.683972,0.126914,0.685479,0.978157
0.544118,0.450621,0.267075,0.208524
0.556329,0.92196,0.515772,0.392142
2.269229,0.176591,0.49035,0.118058
1.836357,0.4923,0.234343,0.35215
0.757524,0.975489,0.409095,0.235797
2.35253,0.357077,0.645345,0.168315
1.138806,0.558417,0.706843,0.508792
2.155559,0.321744,0.029817,0.576711
0.368331,0.710745,0.938168,0.224943
1.58033,0.07985,0.128018,0.6296
1.337723,0.274053,0.103526,0.620454
0.047746,0.891621,0.332458,0.995153
-0.46875,0.774694,0.17208,0.937561
-0.192832,0.859706,0.573805,0.971766
1.604238,0.434376,0.786366,0.343043
0.07695,0.63874,0.129494,0.596067
0.269259,0.846623,0.881072,0.405915
1.037802,0.690082,0.983588,0.49167
0.515557,0.802142,0.754531,0.159655
0.950965,0.96138,0.328739,0.549474
0.94175,0.917016,0.267457,0.556765
0.063366,0.784058,0.915621,0.76323
1.50697,0.772135,0.596756,0.445397
-0.223865,0.880038,0.157945,0.139995
0.887944,0.399979,0.297029,0.227196
2.399165,0.367767,0.74337,0.413897
0.177793,0.666926,0.684021,0.326817
-0.718005,0.716749,0.624386,0.695014
-0.287482,0.592538,0.274558,0.029344
-0.697742,0.643395,0.175394,0.485445
0.883039,0.47318,0.871749,0.468511
0.758817,0.088405,0.016805,0.17906
-1.762835,0.701393,0.3319,0.983855
1.026621,0.580766,0.958839,0.271058
1.167115,0.390997,0.217699,0.699946
1.302908,0.407261,0.851782,0.011675
-0.001151,0.788266,0.536882,0.527627
2.216533,0.163857,0.429162,0.540841
0.709784,0.368443,0.338865,0.904445
2.447731,0.123065,0.634986,0.244123
1.462017,0.138953,0.532462,0.643841
-0.008544,0.726967,0.649035,0.88941
0.833909,0.864806,0.763175,0.354547
-0.430796,0.754553,0.422771,0.107229
0.094657,0.760687,0.023233,0.176932
0.112026,0.852808,0.137011,0.169925
2.537103,0.202224,0.700792,0.128351
-0.074836,0.812993,0.78011,0.958587
0.438684,0.379626,0.104672,0.770557
0.610949,0.594246,0.879879,0.973605
1.170735,0.483946,0.505057,0.924581
0.423645,0.95089,0.41229,0.206899
1.634369,0.069241,0.617715,0.156846
0.465593,0.970105,0.124346,0.67101
-0.691238,0.695007,0.378264,0.000413
1.156952,0.347032,0.158297,0.760005
0.294159,0.905009,0.613627,0.544366
0.654892,0.180644,0.375854,0.72786
1.019734,0.536503,0.677911,0.237099
0.430737,0.512931,0.213414,0.588263
1.569173,0.692439,0.967623,0.676474
-0.860301,0.929559,0.367021,0.780647
2.398352,0.21071,0.972251,0.732879
0.740539,0.454668,0.304697,0.611713
1.653183,0.314654,0.461228,0.7471
1.180356,0.501387,0.691892,0.631386
0.853484,0.598893,0.971057,0.975091
1.652055,0.509337,0.696348,0.627996
0.208716,0.608161,0.347652,0.014074
1.606403,0.130518,0.5585,0.563736
0.823356,0.454198,0.533494,0.528898
0.29542,0.952709,0.182425,0.750457
1.163759,0.425085,0.150132,0.843511
-0.117534,0.584391,0.261106,0.56945
1.241454,0.158336,0.766209,0.165565
1.452255,0.274764,0.670594,0.219554
1.593423,0.47505,0.926537,0.132479
1.005305,0.974543,0.658179,0.845477
2.453953,0.400306,0.733422,0.404341
0.66194,0.323058,0.635031,0.909973
0.950615,0.501056,0.178011,0.311956
-0.360687,0.635367,0.508976,0.360826
0.791527,0.958166,0.353039,0.419633
0.464168,0.701924,0.599876,0.11763
0.212582,0.646803,0.897321,0.315505
-0.10416,0.487386,0.303814,0.158773
-0.092527,0.610501,0.437095,0.643108
3.016716,0.325072,0.917226,0.357297
2.630787,0.449541,0.858503,0.487683
-0.022031,0.777026,0.717578,0.18362
1.428862,0.114014,0.06458,0.057185
2.437173,0.023637,0.608459,0.178038
1.720559,0.131625,0.646416,0.812391
0.076199,0.684125,0.85669,0.840261
0.081313,0.717145,0.841068,0.755456
1.277307,0.018842,0.396696,0.590828
0.872882,0.991965,0.226551,0.814601
0.246849,0.400566,0.171086,0.281365
-0.503001,0.984821,0.309438,0.786406
0.210825,0.601609,0.277769,0.213186
1.904926,0.392887,0.371626,0.573759
2.220651,0.49028,0.737697,0.790137
1.88086,0.257685,0.103858,0.014941
-1.157694,0.884191,0.300831,0.96015
0.512198,0.507307,0.420796,0.159725
2.090935,0.126184,0.968572,0.888392
1.424785,0.274993,0.583595,0.753418
1.688161,0.15459,0.187312,0.028868
0.627137,0.909128,0.679815,0.920083
0.719971,0.125041,0.21732,0.976313
1.676671,0.974572,0.405528,0.190076
-0.452955,0.95996,0.264876,0.760332
1.634085,0.026617,0.65531,0.393973
0.370817,0.882817,0.245723,0.856642
-0.241848,0.778542,0.554136,0.294255
1.401411,0.14229,0.511594,0.898147
1.613292,0.470868,0.475438,0.441335
-0.387282,0.517616,0.220336,0.496522
0.886689,0.218779,0.168852,0.89945
1.848014,0.248827,0.793172,0.046754
1.046594,0.099119,0.74019,0.959537
1.933599,0.028898,0.982489,0.146564
0.202608,0.653674,0.600775,0.597606
2.329634,0.227986,0.787162,0.564196
0.459613,0.859287,0.177099,0.223849
-0.435021,0.680015,0.139688,0.604944
1.395536,0.050818,0.538212,0.317265
0.550362,0.080101,0.234108,0.281558
2.0582,0.230573,0.490301,0.283514
2.055611,0.224777,0.499209,0.514958
-0.549214,0.811834,0.263034,0.810707
1.333015,0.583139,0.874867,0.686904
-0.005728,0.896719,0.508457,0.247364
1.187033,0.366418,0.519477,0.628719
1.008668,0.145985,0.733998,0.833975
-0.349783,0.633573,0.492745,0.5879
1.479544,0.976627,0.99935,0.717089
-0.640101,0.738927,0.617612,0.045215
-0.343138,0.954405,0.019361,0.804853
2.912466,0.256563,0.954512,0.39485
0.573511,0.904369,0.375427,0.23029
-0.261971,0.832729,0.395898,0.078448
3.073906,0.286193,0.991434,0.246201
0.450546,0.892831,0.920492,0.837514
2.508983,0.142249,0.990418,0.32894
0.957498,0.425511,0.800754,0.897754
0.747561,0.675881,0.881349,0.124306
1.649907,0.501289,0.702855,0.310235
-0.531747,0.707244,0.026956,0.670131
0.851151,0.599278,0.729487,0.477788
0.705396,0.437898,0.343304,0.495113
0.586374,0.429063,0.674937,0.131685
-0.856871,0.883539,0.022091,0.738662
0.09455,0.480594,0.33562,0.980301
0.47304,0.983028,0.47969,0.662001
1.452242,0.121337,0.724075,0.947529
0.382501,0.19575,0.081671,0.801553
1.811111,0.478723,0.890087,0.324522
2.034623,0.253425,0.071176,0.538276
-1.09715,0.7657,0.410807,0.840804
-0.495561,0.635112,0.178351,0.948676
0.884784,0.588537,0.299757,0.416735
-0.967671,0.854365,0.288522,0.8133
0.859654,0.170787,0.225325,0.150396
0.999772,0.01517,0.680233,0.269489
-0.034214,0.0429,0.0102,0.813699
-0.328141,0.850882,0.531804,0.982266
-0.104481,0.702609,0.161943,0.833518
-0.955065,0.884379,0.1937,0.862481
1.232269,0.949121,0.780935,0.510256
1.182731,0.978023,0.087277,0.440977
0.474225,0.869339,0.157244,0.018341
0.076766,0.851163,0.544551,0.54207
2.064257,0.472509,0.885053,0.68831
2.107869,0.490378,0.289166,0.579417
2.333724,0.030285,0.892117,0.503193
1.505772,0.422673,0.276784,0.720189
2.348071,0.255942,0.693862,0.894243
2.476157,0.454089,0.862154,0.105125
0.19108,0.981,0.5167,0.902409
0.52658,0.530134,0.511153,0.171372
0.29273,0.630945,0.319358,0.201963
1.876989,0.27714,0.615928,0.084892
1.304498,0.017489,0.139609,0.280194
0.634251,0.690554,0.984561,0.199322
0.848711,0.223338,0.277074,0.975104
0.114497,0.884622,0.297009,0.397657
0.922859,0.440419,0.457598,0.491667
0.654238,0.520224,0.352828,0.65066
1.677598,0.072623,0.758409,0.530794
1.068655,0.298768,0.72791,0.973159
1.428245,0.285258,0.546442,0.432349
1.56991,0.150478,0.372884,0.475332
1.579344,0.449598,0.600012,0.161212
0.345202,0.703534,0.680615,0.07329
0.716415,0.510721,0.209876,0.135004
0.008817,0.496384,0.566959,0.669305
1.013497,0.636283,0.395146,0.530805
2.541029,0.195504,0.81711,0.103207
0.717487,0.47249,0.180157,0.516502
2.640113,0.36197,0.979698,0.506636
1.909418,0.085003,0.974428,0.211695
-0.46581,0.919022,0.499722,0.981955
-0.259804,0.719457,0.515937,0.23114
1.275009,0.259614,0.134844,0.002024
1.507812,0.295201,0.554571,0.063941
-0.398325,0.610914,0.010799,0.724439
2.98328,0.315715,0.997744,0.396945
0.58467,0.446516,0.325748,0.036224
-0.002062,0.645111,0.681689,0.953516
-1.128174,0.697457,0.109288,0.733397
0.959993,0.589543,0.872038,0.637599
0.55451,0.691799,0.039622,0.324384
0.688882,0.713578,0.60482,0.087932
-0.40163,0.82819,0.57667,0.127797
0.510316,0.955239,0.619851,0.168052
2.241068,0.327962,0.552083,0.287344
1.54006,0.966542,0.790656,0.196613
-0.0408,0.749408,0.189192,0.705173
1.735426,0.331994,0.239242,0.21547
0.905779,0.538278,0.531037,0.503684
2.033857,0.352637,0.187329,0.739659
0.816651,0.958423,0.790992,0.394436
-0.682,0.567068,0.340146,0.849849
-0.858056,0.907903,0.24749,0.959293
-0.029884,0.715548,0.100217,0.281209
-0.280869,0.760566,0.53223,0.195423
1.314586,0.174467,0.003295,0.818793
0.151989,0.517125,0.546749,0.696096
0.459938,0.016263,0.654555,0.942022
0.533544,0.614428,0.352946,0.161968
0.434327,0.814284,0.515384,0.607266
1.37907,0.316835,0.552134,0.685499
-0.694563,0.583072,0.189731,0.233454
0.893882,0.664177,0.728266,0.600168
0.005819,0.568928,0.403703,0.663693
-0.407293,0.725688,0.042266,0.805879
1.994442,0.240668,0.860439,0.868164
0.609334,0.622515,0.215887,0.353899
-0.095639,0.875255,0.089003,0.320046
0.914596,0.520244,0.016504,0.46421
0.272949,0.990357,0.142108,0.159534
1.37505,0.545948,0.140572,0.749706
1.769719,0.110334,0.46261,0.164978
2.04762,0.377069,0.750598,0.167002
1.229073,0.280476,0.231254,0.89281
1.330521,0.084433,0.961953,0.764063
0.907468,0.759994,0.848868,0.363523
1.505046,0.070393,0.572759,0.388194
0.422234,0.933863,0.839153,0.896569
0.758196,0.048629,0.584425,0.918869
1.621329,0.326039,0.771184,0.764348
1.953646,0.256859,0.61146,0.606641
0.762899,0.442874,0.63803,0.076688
0.713059,0.647511,0.791572,0.732624
0.764317,0.981335,0.68868,0.272072
0.437574,0.94959,0.222331,0.104723
1.00073,0.658383,0.80993,0.47579
1.932152,0.145708,0.819782,0.196152
2.1425,0.493408,0.829082,0.684563
1.629058,0.260918,0.575982,0.661457
-0.180962,0.723556,0.055358,0.568982
-0.1309,0.700068,0.021102,0.586646
1.840346,0.422457,0.279812,0.677056
0.328869,0.957127,0.755766,0.956576
1.029492,0.980801,0.920426,0.8564
-0.189571,0.654602,0.437479,0.95737
0.460263,0.521857,0.746658,0.096222
0.096212,0.511208,0.002782,0.89033
1.076591,0.996494,0.940193,0.57323
-0.348171,0.701883,0.884781,0.017031
-0.156742,0.741297,0.778147,0.198985
-0.009382,0.822484,0.212328,0.430153
1.496534,0.845073,0.830091,0.363617
0.486041,0.911126,0.237237,0.017662
0.194505,0.727749,0.45744,0.097761
2.298966,0.170418,0.92635,0.019071
2.063742,0.355428,0.072062,0.31927
2.359119,0.299877,0.623796,0.738688
1.451057,0.692552,0.762128,0.545304
2.006834,0.333203,0.520625,0.841442
2.089985,0.283289,0.180951,0.029564
2.849713,0.000886,0.988156,0.309531
2.504117,0.433728,0.848516,0.123026
