"y","lat","lon","f_true"
0.825574,-22.005271,85.169745,0.810141
-0.42832,10.302883,157.198175,0.335011
0.263138,-23.123636,53.220791,0.054693
1.30956,-11.316186,-161.420584,1.710082
0.607862,-30.600699,-102.672927,1.245238
1.677031,-11.156403,174.972411,1.737507
0.566764,48.225746,-104.434003,0.170825
-0.778009,29.372994,177.128163,-0.836159
-1.396786,-60.08023,18.497336,-1.141121
1.284602,-1.360546,-110.919579,1.03362
-0.842312,-30.672091,0.552465,-0.89485
2.340769,-25.631984,-177.010005,2.459541
1.868346,-20.014092,118.403652,1.55149
-0.976891,28.409899,131.699782,-0.233963
-0.056648,-39.907662,-78.093901,0.360964
1.622965,18.997816,-74.892389,1.266423
-0.034274,-43.553483,63.932416,-0.15301
0.882186,-8.090787,-133.599719,1.374414
2.36666,-35.8344,151.62821,2.481177
1.917742,-18.015368,129.434581,1.698243
1.748837,-16.880302,-120.424984,1.519762
0.238346,11.698891,-137.364805,0.394931
1.171723,-37.9989,102.403299,1.204841
2.146217,-21.017834,-146.934137,2.055766
0.923651,-1.951476,176.029039,1.135227
0.401948,-2.97805,-83.711695,0.975918
-0.348292,20.952374,-171.19869,-0.386181
2.096201,-51.936437,-129.965918,1.863725
0.032559,-70.618126,-58.010935,-0.331511
0.591416,69.645192,74.139006,0.704345
0.774893,-5.382888,49.78855,0.754397
1.312031,-6.888637,-157.890641,1.434054
0.985601,3.365823,-124.061902,0.866969
0.791487,16.457229,118.791155,0.435622
-0.758347,69.684713,-156.973077,-0.851402
1.816879,21.041622,34.878881,2.03295
-0.90319,32.237399,160.661697,-0.85712
1.7609,54.33468,-52.322329,1.741164
0.534953,6.024089,-140.059241,0.674401
0.520119,-49.520615,69.996567,-0.026478
-1.217761,50.874202,-178.736283,-1.326601
2.492086,-20.290513,156.547146,2.13151
1.650299,-10.658611,158.696306,1.660127
-0.309435,-41.638043,-54.026072,-0.419396
2.012447,-38.710822,-144.740484,2.374208
-0.195086,-18.896679,-41.561407,0.029032
1.813669,19.999878,-30.054948,2.052412
1.452141,69.721628,-6.589226,1.638393
-0.622144,78.11558,-144.96567,-0.454099
0.669314,77.070403,-19.68026,1.04512
1.573991,-51.295144,-149.456103,2.30637
2.517252,30.079378,0.903214,2.599931
-1.416355,63.690761,170.667871,-1.124972
1.835051,-60.867095,137.760394,1.746152
1.857416,18.892622,43.59181,1.833653
1.100916,42.53228,71.167564,1.380106
1.535978,-14.571632,-141.423462,1.729276
1.726569,13.359547,-34.611024,1.713033
1.557037,-62.613152,120.136583,1.280247
0.713179,-1.769104,97.276372,1.015156
1.651634,6.379783,35.369723,1.354001
-0.096277,33.258064,-148.446244,-0.726927
-0.302199,24.978928,157.369747,-0.506793
-0.381663,71.871157,111.935076,-0.1307
1.336744,-56.852817,-127.309444,1.656746
1.927306,23.252461,-54.796982,1.755163
1.913778,24.640585,53.618893,1.808067
1.054426,44.642635,-82.182549,0.983517
1.879067,-16.647619,-176.066643,2.053405
0.927067,-11.350302,64.23271,0.644914
0.492282,-2.987349,-56.087825,0.882494
-1.170756,-35.517027,16.144137,-1.002893
1.375073,-4.728274,-130.000249,1.207817
2.566984,54.210558,18.678504,2.382386
-1.501572,51.145461,-173.738314,-1.315155
2.309623,-22.991216,177.381162,2.357316
-1.103097,40.956669,142.577759,-0.817358
1.203524,-21.430715,-118.135734,1.572399
0.77671,7.403043,110.998679,0.808515
-0.000333,-20.996396,-61.456528,0.294237
-0.418696,-72.36344,38.347831,-0.602801
1.622908,-10.28077,-154.061488,1.615612
2.301451,24.328609,-15.609939,2.357357
-0.514205,43.901059,132.655961,-0.633654
2.428372,27.607564,9.375232,2.506801
-1.493284,-48.112336,-2.853918,-1.318071
2.456419,-22.086619,-170.210261,2.299983
1.048618,16.38976,116.077181,0.483379
-0.799007,33.205386,162.652605,-0.912794
0.309168,69.696035,106.891174,-0.031232
2.273208,-12.461615,-141.539392,1.636389
2.502039,52.696593,-33.385674,2.2161
0.19901,-10.738588,-16.496994,0.28037
1.416408,58.137107,-53.08771,1.604973
1.669437,6.337621,-4.3092,1.431497
1.943838,16.505677,-0.667992,2.048328
-0.774972,-56.794546,-64.42312,-0.24365
1.647043,24.673258,-58.364648,1.704558
1.769575,-21.156084,-165.088461,2.233601
2.199777,-61.096656,161.135614,2.084934
1.957883,39.654295,-55.635371,1.879227
-0.945396,-72.323595,27.203429,-0.725577
0.194224,47.861864,118.292153,-0.272289
0.402988,-2.680754,37.913317,0.851469
-1.572289,-53.803754,-14.364751,-1.256151
0.969384,26.544795,-111.131629,0.318072
0.911127,-83.528516,-149.483356,0.49862
2.203526,-24.793503,162.496294,2.360099
1.577755,-63.024913,142.613617,1.738414
2.27749,36.228934,-31.785191,2.427659
0.019997,18.550138,167.317138,-0.228942
1.291972,-23.710408,-122.076656,1.697664
0.841811,15.194087,95.389387,0.87002
-0.692045,-31.149677,35.793949,-0.580503
0.958854,10.036555,22.460354,1.619064
1.277736,-3.007551,-142.036458,1.163857
2.312846,51.591963,-28.420464,2.333854
0.682264,-5.014703,40.168411,0.730013
-0.351597,23.081017,-172.736635,-0.511075
1.151007,-13.126234,128.676791,1.526716
2.465403,40.586761,21.151458,2.602592
1.793563,43.813534,-72.839838,1.311178
1.366344,-5.950194,60.137073,0.789257
2.49555,44.811766,-20.966349,2.576967
0.658915,-60.598328,85.175114,0.347034
0.128395,47.685845,-110.555922,-0.025964
1.249626,35.075403,80.332121,1.134316
0.38863,-11.924099,-40.332203,0.362
0.140461,-3.504708,65.488661,0.896874
0.775859,-62.94911,115.865469,1.161574
-0.075001,-57.815323,-60.003668,-0.368851
-1.622136,54.607753,-165.394851,-1.248377
-0.088173,71.750486,-116.196156,-0.211996
-0.200538,-70.295878,-82.4385,0.170085
-0.987046,-46.326163,46.281641,-0.690195
0.14612,-13.256601,19.865329,0.133672
1.599479,68.270639,-44.134531,1.357546
0.434805,70.282744,83.132585,0.489282
0.047769,-38.049181,-68.326367,0.070479
1.210192,13.847531,2.993881,1.899199
-1.222342,-54.352235,46.390642,-0.723818
1.002902,79.98568,-27.338113,0.78237
2.392009,25.842348,-2.199593,2.468062
0.336661,-57.048367,79.018646,0.196151
1.689603,57.999303,-38.143229,1.943694
-0.345246,65.280911,-111.417693,-0.136664
0.506561,19.03187,105.481703,0.616192
0.440096,-27.724772,-74.414159,0.442605
-0.494553,22.170806,-160.949679,-0.395249
2.926733,46.431759,0.69312,2.686575
-0.658926,-56.707564,-8.639199,-1.265563
0.361009,7.600366,155.332183,0.514667
0.586218,-25.825663,-66.336869,0.270593
2.389091,32.413789,-7.412888,2.639135
-0.886459,-50.521465,41.246416,-0.840129
1.427852,6.407282,-10.274012,1.430234
1.090083,23.550109,81.442744,1.134713
-1.280425,-45.57632,8.645113,-1.276918
0.823804,54.110569,86.341067,0.707457
-1.063648,36.661753,-153.946379,-0.919021
1.745489,16.191916,53.869943,1.591921
-1.474473,-43.791719,-7.119817,-1.260953
2.011134,-58.976631,-165.304246,2.224255
-0.838898,-76.349204,-8.529964,-0.671197
0.735052,-66.98917,108.830648,0.85544
0.014161,-26.454084,-58.033702,0.050686
-0.420672,72.525471,-116.675707,-0.214067
-1.043322,64.833352,-139.661735,-0.748242
-0.810949,34.100212,147.648151,-0.740675
1.352753,14.548579,91.139015,0.948602
0.740075,-7.483617,47.493956,0.642477
0.853493,35.49309,-83.6364,1.023766
1.235372,2.43978,-3.220669,1.168948
-0.867179,-46.873844,-39.631707,-0.85342
1.067071,27.245706,80.821648,1.14874
-1.224853,51.646454,134.807925,-0.751189
-1.021918,-35.463426,34.554751,-0.742257
1.29114,-26.374772,102.732861,1.246792
0.263486,-18.687485,13.228713,-0.234561
2.296236,-27.003336,170.641137,2.487612
1.306247,58.904552,-72.150979,1.058685
0.708864,9.441321,151.397377,0.418184
0.555511,6.124359,-106.285303,0.875307
1.80743,-21.193792,142.504769,2.002097
2.428139,44.401242,-15.483524,2.641451
-0.990825,40.266814,137.973157,-0.702388
-1.325565,49.861294,149.704856,-1.057433
2.230922,18.537803,18.77772,2.089675
1.513146,-10.470773,130.194704,1.44469
1.045795,-6.973981,-98.866032,1.066902
0.464834,-72.533745,84.940316,0.199143
-0.061667,-17.08648,36.209012,0.049439
-1.48628,-38.845044,11.199429,-1.137962
-0.229464,29.093582,-117.688628,0.084103
0.681392,-67.082784,110.10141,0.882468
-0.042667,10.287628,162.461659,0.313722
1.334078,26.19778,-88.753235,0.931751
1.628847,39.087345,-49.619093,2.044419
0.469669,-36.558155,-78.361295,0.417165
1.899042,-24.642895,-133.282225,1.948245
1.656525,-17.446771,-130.112346,1.691131
0.755604,4.707066,117.515387,0.845494
3.031296,-37.670411,174.965336,2.718971
2.185793,-29.563745,-138.247198,2.15045
1.934683,21.18145,-45.053394,1.884484
0.62081,-1.196549,41.808693,0.937535
0.052786,-57.523846,76.428614,0.111771
1.348718,-25.084549,-122.715227,1.735769
2.012157,-43.151184,-114.255803,1.549464
1.364281,16.508628,-56.873096,1.554338
-0.978722,-53.367472,-17.888705,-1.226019
0.317028,76.444101,72.572886,0.507368
1.235569,-4.4005,-142.388861,1.239461
1.696137,-6.318036,172.341677,1.427539
1.310082,-54.786697,116.769215,1.425364
-0.366491,-22.873764,-13.538857,-0.471372
1.421415,-11.262579,-113.107955,1.28144
0.688621,-9.536721,80.100801,0.873823
-0.796613,49.405505,176.730373,-1.322479
0.017033,63.115271,117.936983,-0.30363
2.26673,36.372115,29.523125,2.467165
1.532311,37.825274,-59.203022,1.781933
0.827587,-1.727875,-152.983777,1.106945
1.88583,-20.349251,169.272363,2.218955
1.475106,11.553449,70.8453,1.237278
0.133485,14.769766,-158.418341,0.050038
-0.202302,27.979743,106.552679,0.410959
-1.061919,-65.258801,31.550602,-0.877143
0.677836,-4.652874,-11.884829,0.680231
2.496918,45.523362,-42.949908,2.164273
1.043658,47.518097,78.866329,1.060064
2.496864,-36.079179,-132.502785,2.09447
0.604975,-82.593995,-175.178143,0.638387
-0.006345,-74.81392,71.727506,-0.055103
1.344565,14.435902,-83.802596,1.072679
0.533852,36.542779,105.305496,0.29832
1.502637,-1.824338,-156.13905,1.115891
0.638548,53.714983,88.449266,0.643441
2.199291,-17.065255,149.813173,1.925955
2.2156,42.448788,29.343406,2.474369
2.704252,-42.595015,-175.607415,2.723259
-1.328945,-66.409871,-34.491498,-0.808918
1.936017,-28.454061,167.222521,2.513298
2.12067,-12.539259,-168.854194,1.807878
2.477191,-36.051649,166.448201,2.658722
0.881101,-11.425333,32.727447,0.326816
1.017649,-1.562446,-1.096151,0.890623
2.145724,69.008847,-13.661683,1.658176
1.763807,43.155042,-58.763597,1.764496
0.417159,16.38282,-127.686524,0.297678
-0.600711,-62.318784,-35.60064,-0.873417
2.323319,34.229904,-30.164952,2.435187
2.042905,-26.028583,135.541931,2.024358
1.700865,12.136565,-67.183865,1.296468
2.463975,24.332371,-11.731397,2.381518
-0.396206,-77.69896,-56.175964,-0.250429
-0.304275,26.67326,151.86892,-0.5214
2.45964,26.195535,13.773675,2.436121
-1.200087,53.683845,-157.952693,-1.176993
-1.63051,-60.297482,15.329181,-1.164828
1.879609,-11.157287,-145.881224,1.609775
0.13694,34.150783,-98.800588,0.543253
0.117658,-73.541431,-84.086323,0.171344
1.204305,-40.495145,-108.798187,1.396981
2.592802,48.080419,53.290897,1.856687
1.815652,18.181139,-6.799178,2.127513
1.473903,62.480297,-45.613878,1.608583
1.638643,58.812252,-48.974516,1.680982
1.165802,-65.834315,-105.316666,0.804023
0.014312,37.856513,-115.987271,-0.059689
0.320194,79.439688,-46.958369,0.675146
0.736466,7.49644,111.362689,0.80298
1.352166,12.225888,-57.805112,1.418402
-1.096503,29.217694,-160.106084,-0.729636
-0.22869,-19.708131,17.048157,-0.272676
1.06553,-0.497423,-146.083606,1.028779
-0.015593,21.038635,144.399758,-0.156428
1.682794,-48.212362,124.841037,1.801799
1.142866,16.126879,78.131332,1.180168
0.442363,-12.764558,29.874591,0.227883
-0.39676,48.555983,117.039122,-0.240314
1.367224,34.914323,-93.025527,0.720922
0.585688,0.883845,122.697947,0.966553
-1.135472,-69.247887,31.321713,-0.777871
0.938049,7.100902,120.030743,0.746764
2.149063,16.002529,20.307236,1.955354
0.966984,-5.171179,-147.843002,1.299907
0.350025,-18.356945,-50.08848,0.181986
-0.848193,-28.14133,-2.576433,-0.780104
1.717053,36.572392,-55.255624,1.89397
1.132137,3.712883,-30.364213,1.220928
-1.097218,-49.182613,-31.308079,-1.036941
2.442293,-49.562274,151.418205,2.382667
2.028601,31.425178,-48.911946,2.02293
-1.477836,57.215168,160.49381,-1.174932
2.659659,-28.866721,-169.487207,2.538505
1.667862,-33.592844,132.537694,2.079357
0.189901,14.417009,119.881022,0.487971
0.434439,-10.783772,19.629259,0.28987
0.971909,76.743944,23.302064,1.049256
-0.153569,-44.267198,83.773938,0.49926
2.804556,52.862153,10.894322,2.494192
1.254193,-16.546596,100.330804,1.154419
0.405692,64.008443,-94.634834,0.310918
2.866975,-37.878261,153.876144,2.529804
0.1182,46.662086,126.230144,-0.493772
0.49035,33.64475,105.725288,0.332465
-0.703584,-29.597808,-16.643786,-0.776357
-0.110271,21.284375,-134.774844,-0.021122
1.256165,66.200205,-47.763411,1.396305
1.201483,-57.726079,121.814781,1.485987
-0.024015,-15.874324,-61.842219,0.465241
1.48948,-7.606793,-105.28217,1.129532
0.447768,36.309812,-94.056603,0.670803
1.278433,-4.028802,-168.501831,1.27224
1.189117,29.150755,-57.967369,1.7759
2.450171,29.064761,44.002439,2.095811
-0.147784,8.226408,164.76817,0.443158
1.843531,67.024574,25.091549,1.69217
1.405265,-13.708675,-179.978501,1.89245
-0.44026,-23.607854,7.23794,-0.539828
1.184885,15.664335,-61.920007,1.452342
0.007983,83.421924,117.224732,-0.093694
1.375103,75.354338,-19.845541,1.173229
0.957577,5.924509,52.789573,1.243007
1.825817,-16.895667,124.68059,1.589758
-0.585547,-50.200901,38.863816,-0.891589
0.407299,26.616259,-132.603947,-0.190506
1.817308,16.707558,3.906455,2.056628
2.776338,34.730898,9.163495,2.670812
-1.052457,37.017493,178.676594,-1.123895
-0.675131,33.452019,-145.518091,-0.682125
1.021818,-4.381579,-37.678668,0.755922
0.120729,-79.89574,100.348189,0.299542
0.98726,-18.441099,-87.746507,0.901451
1.381264,12.891618,-47.355155,1.564133
-0.764891,-25.160016,-0.514491,-0.63406
-0.003483,13.125377,144.741919,0.251546
-0.229664,11.691109,-164.212441,0.21547
-0.268917,-49.603777,54.53991,-0.497252
-0.69031,64.132748,135.879072,-0.690986
0.593873,15.360112,98.076698,0.820734
0.061073,52.433291,92.322458,0.531351
0.882659,-67.137378,121.760846,1.142292
0.334377,-52.38874,92.40334,0.691395
1.760829,38.227921,42.325641,2.223093
0.592069,-13.68435,47.918608,0.355425
-0.887147,43.801207,135.767854,-0.710039
-0.373694,20.219566,165.563021,-0.31794
-1.908316,-47.290117,16.832087,-1.229915
-1.097893,29.352605,-150.886513,-0.621472
2.054098,-11.298923,156.635316,1.68612
2.810783,48.475255,3.202955,2.645144
-0.511936,18.847822,-166.823933,-0.244359
1.68129,-47.297298,116.86912,1.579198
2.127629,-35.852693,132.853323,2.102019
-0.37478,36.54982,113.734516,0.033107
1.939508,-54.581457,-142.622067,2.080777
1.657111,-15.28289,143.346762,1.780582
0.180435,-80.228627,-98.388717,0.267319
2.844729,-33.174621,-162.126731,2.580605
1.884188,16.37084,-53.40247,1.604359
1.290963,-4.897546,125.503841,1.193952
0.477616,53.203437,-93.570223,0.479503
2.606629,-44.47979,-165.033306,2.645331
1.615915,29.276943,-42.464806,2.130963
2.442961,36.481952,-35.141147,2.367753
1.006955,-5.013836,86.647364,0.975808
2.399113,-34.60987,155.59478,2.525852
1.995826,-15.508331,169.446076,1.976732
2.224675,-21.724733,-170.951067,2.287284
0.8902,-18.926431,77.971454,0.690174
1.112686,-10.919621,98.01132,1.085585
0.061484,-34.917952,60.285178,-0.110633
2.135815,-28.043152,-153.691096,2.37043
1.038731,6.351754,69.933603,1.144765
1.912257,23.908476,-41.402116,2.025827
1.319072,18.056838,86.924399,1.013995
1.513197,-52.291656,126.653244,1.767118
-0.998879,-34.876483,-49.660479,-0.394248
1.363873,12.022269,60.800391,1.375615
1.992631,-23.229185,119.784183,1.639074
2.307997,-55.940156,-157.514284,2.27489
0.667199,8.221709,80.31019,1.085011
-0.969586,-46.672753,-0.763589,-1.31025
0.861344,-68.059837,-117.017465,1.003386
-0.333145,25.661707,-137.692767,-0.25334
2.118037,-12.015409,-144.777695,1.643437
0.427724,-44.793479,-78.102809,0.297349
-0.455125,71.36832,-109.996409,-0.094618
-0.024257,33.702581,114.024652,0.080168
1.707988,7.522032,-62.608191,1.230229
-1.191319,-60.136438,-21.781081,-1.10602
0.111323,-43.256767,65.20105,-0.109028
1.731293,-15.832171,141.642712,1.785338
2.418444,53.713218,22.234695,2.358141
1.571083,-21.067627,-138.213376,1.93362
-1.07632,59.485019,-172.042998,-1.225136
1.177774,57.930999,73.804873,1.032892
-0.30838,-54.014962,-50.698616,-0.617019
0.210191,20.982032,-158.504445,-0.310619
-0.887847,-32.341218,24.464147,-0.800713
-0.396919,23.255123,176.429748,-0.529423
-0.720602,19.259597,-159.959318,-0.226101
2.172252,-20.08682,-134.183053,1.838391
0.945346,-9.994962,89.959134,0.984335
1.608757,19.854616,-79.838623,1.165986
2.128263,-63.943351,-163.173584,1.950133
1.105251,-46.931403,-105.614163,1.219966
1.529829,17.046823,-64.698426,1.435202
1.016478,59.154038,77.686143,0.888256
-0.522484,28.16847,138.816045,-0.371231
-1.101053,42.831613,132.905444,-0.624328
0.580462,-20.138111,-78.902879,0.690009
-0.046435,-12.818413,25.342364,0.193021
0.854961,-66.125966,-122.662534,1.203679
1.967227,38.574898,57.005611,1.843631
1.527919,6.175929,-1.205747,1.421931
-0.625032,-42.377178,21.008769,-1.120508
0.976489,-3.479227,57.644808,0.868486
1.399229,16.30749,62.846443,1.451735
1.476901,-33.765787,109.000048,1.433027
-0.793703,-65.603115,25.361899,-0.94661
0.838436,-40.77671,-86.668111,0.642282
0.991154,-54.478565,97.795753,0.837578
0.66496,27.679726,108.130828,0.373508
1.762652,-61.056059,157.554724,2.049642
-0.672376,-40.008612,21.828434,-1.062546
1.199018,-2.500513,164.580851,1.16712
0.054768,79.513883,145.47019,-0.407727
0.577274,3.808305,131.22217,0.823104
2.688109,-20.994047,157.953052,2.173734
0.389645,8.480866,117.289827,0.721551
-0.74021,-30.737274,16.325453,-0.82684
2.532642,-25.203335,142.245869,2.123325
-0.052237,62.534141,-128.156519,-0.550098
1.584112,8.292091,-102.583671,0.865178
-0.735178,-66.415154,53.106308,-0.480425
0.407107,60.399055,93.560656,0.387262
0.807669,-26.1642,-98.128444,1.121366
1.315042,-0.832976,-165.536638,1.056196
2.400211,-30.116189,137.005129,2.134813
0.553636,-58.510151,86.285408,0.406918
-0.906362,34.038804,-142.93443,-0.651836
2.688675,30.359647,-27.250747,2.413721
0.500458,1.382583,-101.993859,0.979659
-0.538286,40.373661,117.601542,-0.152747
-0.05357,-19.172266,-35.072574,-0.070948
-0.520559,-80.755138,12.740184,-0.457999
1.093207,-48.76958,95.558811,0.851149
1.628524,27.777728,67.124468,1.525914
