sigma_obs,sigma_s1,beta_intercept
0.32187295223564116,2.2631691216087177,-0.09482020265542934
0.33169284168171315,2.108214662365208,-0.11559656976229124
0.29207781990957266,1.5683412310663198,-0.10843550921792881
0.30830159989696587,1.678421350103832,-0.12515417358931302
0.3176883137541454,2.511561028445378,-0.09827466374981769
0.30314779387758706,1.8583944782691504,-0.1337976757007211
0.3028111070360299,1.651177961165938,-0.11876501760074194
0.3284910307741984,1.4815075625676406,-0.10413080848839236
0.31978571573433595,1.5249411099398786,-0.12669242035137554
0.3324401525852434,1.1022914721341401,-0.08923781298584947
0.32743228459359447,1.2641047660648326,-0.09401323591446652
0.3281218199794229,1.851672018336315,-0.11466750009109364
0.3067973234085,1.5986652475793275,-0.11765065591396491
0.3172276615550513,1.7399638270500497,-0.11349497975491363
0.3173395492611277,1.6246647218823516,-0.10762415446157342
0.31965278045486933,1.7263561701182435,-0.11852168476738806
0.3096495503517103,1.5018261842799103,-0.1087395927544079
0.32781368049098814,1.5642591048193506,-0.10588657909633341
0.3103978411379985,1.5257586657763254,-0.13214700090007583
0.31755447865234177,1.5283815573851942,-0.1502545174685121
0.3270804348096057,1.636066980093789,-0.17386072957587953
0.29180210957691916,1.4406956009246366,-0.10426258421130331
0.3467697372103673,1.6530874744961281,-0.1163758827346827
0.3008767847770304,1.562894451659133,-0.06407195141581097
0.3307078931288991,1.9546397763671988,-0.0995600643667749
0.33903989018204334,1.8367298598721837,-0.0780337024459123
0.2976682111532502,1.6166721357479161,-0.12176997986109024
0.31119013101368165,1.787577807533848,-0.12762401777634122
0.29884327854756676,1.4574900084843871,-0.1005377513376556
0.2884988156100488,1.5600174914798408,-0.09837513183224589
0.3052679307386354,1.4461557368836386,-0.1209566169086056
0.2991299723818257,1.4344989474714807,-0.1371779285098882
0.2861687742468773,1.847557700716028,-0.12179120995178093
0.276188194100435,1.9130656322332615,-0.12389083825561427
0.2976997222910151,1.2670812152156252,-0.12448578716215114
0.3195181261180418,1.3590470011036144,-0.1119781719265383
0.31970705892737106,1.7060082233386513,-0.13871702682084705
0.32329981433660115,1.521424944658481,-0.10421441230206092
0.3055096403621473,1.4481784511101516,-0.12132813964662002
0.33158933986210615,1.309994222870689,-0.2038538652364949
0.3309530812398892,1.1671266530064097,-0.19638260081641443
0.3152381653875774,1.4376493120034974,-0.1320915342308607
0.33269118210475623,1.178154726885869,-0.11621495497216948
0.30239577863478295,1.669492561410139,-0.09496499298930094
0.30775815877660107,1.5347548702044644,-0.13121952386232436
0.30098061976773116,1.8178641623376957,-0.1246992167039348
0.2966560023518688,1.0987152106754852,-0.09709083432787703
0.3254037990172859,1.5231812722505422,-0.12807975031442675
0.3133267520662936,1.5605931653787604,-0.13024709621277866
0.31656026227161504,1.5558371482841677,-0.135488055164342
0.2895594507399366,1.3899521342264969,-0.10926630437041851
0.3013410571621678,1.4402827294004352,-0.0853835359290493
0.32843237220222976,2.2661104234446054,-0.14813408583576562
0.30364453678133657,1.1779469271068055,-0.10938349082435231
0.32405449189022,1.6333164329598333,-0.08528435631987878
0.3306844102975752,1.2455966618903838,-0.07971712603368525
0.3078889163204595,1.146512007381223,-0.08428301773377844
0.3252312287555309,0.9956334967850063,-0.14184512419152903
0.3445287884190453,1.1500327627210136,-0.12581154576493073
0.31951666407998325,1.6859764897229415,-0.09831102122121646
0.32383314171528504,1.6727782436571466,-0.14870262529256648
0.3285130905208191,1.5201241862871309,-0.1445171654431372
0.32883413721182875,1.8846418097471962,-0.1334859512257689
0.30510662176103803,1.0402109757578535,-0.12352604932310642
0.27752209272274675,1.3806203248261983,-0.09349896920934145
0.32244185197656117,1.0494159789096669,-0.09146618876196928
0.30511889371391915,1.689545720894563,-0.13233667924422657
0.3334493736471576,1.5751804217687844,-0.10570494209588734
0.3281355538404091,1.7091055828486716,-0.10180060320145612
0.32126328675988,1.682212846329923,-0.11283314901949618
0.34427843079411125,1.2300123678581583,-0.1240459168954794
0.3228554637400294,2.178074267831459,-0.12540596748875307
0.32398265740377635,1.3695619978930722,-0.1417265631309437
0.3224796844100054,1.2806129496483498,-0.1450939240251672
0.3131835148464156,1.6796686767607651,-0.10517580552266541
0.3099155252672175,1.3982818456927828,-0.10772591678147453
0.3130577152748316,1.50127701724776,-0.1068552364198311
0.3482987680421946,1.3534211853975453,-0.12411558323551125
0.28030007687453967,1.5445296298646656,-0.10652797584642651
0.31564382368893384,1.0188191106025364,-0.11520804797266912
0.32223364357457446,1.1826112907008808,-0.09631002350725898
0.33978520928830286,1.4348164952055802,-0.11329737926964913
0.3125428075938956,0.9915880337914299,-0.12826215462939808
0.30461037370948374,1.3786215320493902,-0.1104764971098609
0.3169293019832307,1.0685716698838101,-0.1060195521373896
0.3104472986989925,1.0895344957612152,-0.14522086311804117
0.318037373223879,1.7596146629584672,-0.08264473638248229
0.3119186806837348,1.4537594229714672,-0.10107269492747334
0.314431066030552,1.5844869478394064,-0.11437115615347197
0.32981563007018466,1.59224412002274,-0.13243656282671679
0.32639845756958114,2.0337726096721482,-0.07329033714168891
0.3252146181577535,1.6211678673551917,-0.13938036119525765
0.315766113889999,1.318528030764442,-0.1104638758029062
0.3029298673342397,1.0488374173846227,-0.1103009745021486
0.3011303036844752,1.251325713927596,-0.0979688467940051
0.32186809114155485,1.4340779488116862,-0.1279875652103296
0.3051990633331489,1.2588464297521802,-0.0949013715258825
0.3041861567860651,1.145967587033113,-0.08784162333554318
0.31522826072673615,1.140378147955348,-0.09542384056918811
0.3169012343779073,1.1969487055063566,-0.09970099978813592
0.3197328155514281,0.9649955681233944,-0.12413662003117687
0.30807284233911786,1.8850696180053936,-0.10261484185564473
0.30319851989049706,1.9445644830478817,-0.10993946318655275
0.31583425176164515,2.628383509851418,-0.10596593114865202
0.2998454108785027,0.9539849536676701,-0.11827328529735164
0.3036139001764004,1.0400967175378886,-0.12264155820704606
0.31991699754088,1.0265015448866848,-0.12203418627684519
0.312385999111136,1.1909314031243017,-0.1390732248324289
0.3104615196307191,1.1943081067465058,-0.13556231512988537
0.3120853887622528,1.1341816416793158,-0.12994707027245783
0.2953418397945075,0.9720957480123986,-0.1372479541702812
0.30573457901627116,1.510026338332658,-0.08517330170199819
0.30240388731071616,1.5272987294309093,-0.09782205396613532
0.2990653117191332,1.6232676052949313,-0.10243320514842771
0.28742581479438156,1.5818691594203442,-0.0922703000043904
0.29112334918773963,1.6581143682489576,-0.09428315863820856
0.30420441348733707,2.01335186356686,-0.10859195100826384
0.32709754476922587,1.0527970575301404,-0.12916307347246764
0.3273098041500515,0.9390960005662617,-0.12182816092287788
0.3032117268714981,0.9721503201914734,-0.10729156001139933
0.330564011632955,0.8039720891201743,-0.13357727367185393
0.33694834603886437,1.095455209957394,-0.1042533841153425
0.27414540016322614,1.3075949006269252,-0.13460802133695393
0.272856250107648,1.3213458685275548,-0.1278629180986881
0.2978430192484241,1.4028905524501618,-0.143312177133413
0.3086797295684356,1.5358840126406987,-0.1220674933621655
0.30860627703369525,1.2504242908904188,-0.12891617786963575
0.30158703688877175,1.7314298371253953,-0.0899957301935371
0.298887038892047,1.8028412714301236,-0.0913333336411765
0.3226392147428721,1.7301958270824613,-0.1268810501499413
0.3043751715679503,1.8336373200451799,-0.12713160998285672
0.33646560897027805,1.3490582533787705,-0.1001384366034102
0.33437571808830513,1.7915608706998725,-0.10836061798449306
0.3275075429413429,1.5746285599513654,-0.10613009279585567
0.32959045604680576,1.722296329112076,-0.1355137908250217
0.2993555895063387,1.9124346057473218,-0.06004501120303115
0.3461096576424381,1.7886248247813992,-0.1435774086153458
0.29841770527379247,1.7526004627896519,-0.08726409238409315
0.3128289097165651,1.490689782282885,-0.1290975914871729
0.3263757767134866,1.47245495286299,-0.13284221621820794
0.310865499530584,1.3339058204732888,-0.13298507555579012
0.32555460430064426,1.3600382679844925,-0.08655298665065418
0.2925712198502335,1.423071395740569,-0.1275998357895116
0.2954575854686367,1.4220837585328991,-0.1388637620331917
0.29876275566862887,1.4045859902027968,-0.11028986122515949
0.29835610783452643,1.2853090678128918,-0.10184677022286613
0.3265098232090797,1.8384481500948606,-0.12886801296601505
0.3208729091370873,1.363181077038709,-0.09409275444493442
0.33227192489358515,1.626814137323134,-0.11391852088031136
0.3173492900317902,1.4492315537610567,-0.1065797770126326
0.3179700861700763,2.0682212176776136,-0.1310873794449617
0.3139699378236507,2.483282191606875,-0.13423325479373704
0.3125540940920487,2.5045460705703744,-0.13226798270029524
0.3110551886867189,2.330735549579199,-0.13427195414611376
0.3190248174518599,1.2456281979302342,-0.09167446711587592
0.3216761185293698,1.3674346090390388,-0.08206580990143938
0.31622600068647777,2.0785958422280753,-0.1246364554605895
0.31565481331886236,2.026858553878585,-0.1239938561125748
0.3079676722207902,2.1148993467428383,-0.10984115237268981
0.32368035042810644,1.947917421696399,-0.10542263106158367
0.3138421034308665,2.3919529607203978,-0.10786968187621782
0.3226141826876099,2.341393754385963,-0.10506363247411303
0.33142593878281906,2.4961903081175576,-0.11167320603448574
0.3323279367568705,2.39702068931753,-0.11205207543012612
0.31042339560369553,1.4406788192420907,-0.09011606620417754
0.33004705921697053,1.3944274071267875,-0.12253517059474503
0.31519459565906377,1.2883111677212333,-0.1079420784163228
0.32821355410458886,1.1745159847326252,-0.09718469636378914
0.3139580868400596,1.3591957502423997,-0.1368600317477027
0.30666842410612877,1.1983871998234463,-0.13313215766260758
0.3134255792398572,1.7504902629295231,-0.07634508620206651
0.3213188562420464,1.5820380796356168,-0.11603529022552682
0.2995121345788813,1.192560339587959,-0.11050742474984741
0.2872606062832272,1.028301830604223,-0.11072958150741147
0.30692751371587823,1.398716421142377,-0.12670976093307604
0.2999968205364348,1.3497386167325947,-0.12995048314167873
0.3082517203054222,1.8471485752482248,-0.11944735257605989
0.3151657841884807,1.6645299718328221,-0.08316412155938746
0.3052677741172791,1.7880509781647804,-0.11381233046327367
0.3039968949955814,2.0769816544217408,-0.09167953505056411
0.3020276821700952,1.4083442677183209,-0.11418240499156439
0.3158062866570861,2.4069864126457934,-0.11272517215773656
0.3086030172614505,2.072826278529165,-0.11035873946591311
0.2960345669075381,2.2930596753602446,-0.10009025292968943
0.2923940012737102,2.270041984588212,-0.0959060438984291
0.3280923368713555,1.5153423723589652,-0.12384688934592215
0.3212959801886269,1.819515790003668,-0.12381616216919403
0.31866416618738175,1.523273493368402,-0.11383168014585968
0.3193571615206903,1.1400314585353866,-0.10618221734493671
0.3104330447409477,1.2308986471865504,-0.13629709270035334
0.30545468859821157,1.545781121615577,-0.13991858021930959
0.3222908499625984,1.7907713976643194,-0.13671680577321307
0.31714435738687385,1.604224951957479,-0.07853035681781348
0.3114833683069133,1.2084876425748103,-0.13765095952435233
0.29782076723203593,1.1128501417023275,-0.09209319258680573
0.2843807144625149,1.8797654709345817,-0.0903893503497877
0.3468818744439932,1.1438362931036343,-0.14187058556268753
0.3140131565884192,1.0276562131824256,-0.10827526654731369
0.3171787007236136,1.0649719620183555,-0.09633507194218387
0.31850754807169673,1.0552768865608,-0.10372814768072286
0.3286661768697709,0.9745295290999204,-0.0787926536505784
0.31568268904561203,1.0897029217390535,-0.0968724561466083
0.3088251600701028,1.3045906964191878,-0.10130781744277692
0.32388827580152196,1.183419616462631,-0.1401006460898758
0.3201527156028387,1.4169372747966618,-0.12884973167651181
0.3319641501471453,1.292321271859782,-0.0669121690843906
0.3098620752083507,1.030245844897728,-0.0780145107414629
0.3045318740320102,1.3423856295599952,-0.09062327855941374
0.30731587605741756,1.4710581912883796,-0.10860998242924373
0.28226923740533155,1.3681499186169104,-0.11357410693797577
0.2812965989390587,1.381703600912294,-0.11459258134109841
0.3267508012993736,1.6575035087329997,-0.12142537123358764
0.3100288473219715,1.2646469907139377,-0.13115783095261063
0.3177902891715371,1.0030812664954478,-0.08086770210075073
0.3538439115890975,0.83114292999579,-0.0722257285336589
0.30949680256796663,1.0663349154152189,-0.10376654202932739
0.3037919879361349,1.1373789598963584,-0.12934172133312138
0.3289613645072429,1.4820024786475772,-0.09890896857548959
0.3130315803673541,1.4734386712152012,-0.09266676867119479
0.3061663933324125,1.534749649849591,-0.0781205444331366
0.309191700245618,1.3996305330725585,-0.09502011978075584
0.33592575882370995,1.4716984056730218,-0.10500701646977266
0.3349124401035102,1.3835864333638355,-0.12193299741199629
0.2856941791016739,0.9131591625390495,-0.10519920729615116
0.35262267200766595,1.9896906786325181,-0.12221582901591894
0.3340000751934862,2.3237527915152487,-0.11384924598164375
0.3102837203702248,1.745972820451073,-0.09907769920119583
0.31141709127380723,1.8864237291138,-0.1336306484428405
0.3386935788134712,1.6069607748929713,-0.06501340556470969
0.3319941156652772,1.7679707855140816,-0.11148810766623586
0.30852167899052474,1.7618672439018634,-0.10830429287178521
0.3126200015537231,1.87649802338078,-0.07613325700530432
0.3118454532912119,2.19519387224517,-0.09089897060732095
0.31292951688818565,1.9328935733955093,-0.09502653290691157
0.32563579966222095,1.6774624725601766,-0.11484602914406679
0.32864642550743056,1.6543969562360676,-0.11528151466052475
0.30939630581210437,1.0750264298600491,-0.12483758131944378
0.31922648700463485,1.6664126461352244,-0.09848574611828087
0.30358203454105115,1.4543294977209114,-0.12200144289744488
0.3179777712111777,1.092164354283643,-0.11322300556196165
0.31565431267733907,1.0379553063897355,-0.14977810940092917
0.32839545697948286,1.0794357756104673,-0.0663289589337623
0.30001332438783707,1.5516969406068641,-0.15759974065022503
0.2973296005103282,1.4500154430521333,-0.14107951272702912
0.29546721958262123,1.088544882050907,-0.14235402438016267
0.3245974693634392,0.9278824707521179,-0.08227146225885852
0.3187332432634816,1.0073725408493182,-0.06515144185666107
0.28752087302768053,1.1177422032363384,-0.1413644314629048
0.3272803193255629,1.2706111394694775,-0.10649623703768636
0.3048752849435718,1.9573773965170307,-0.11750570171547191
0.3167438935241011,1.9203025808465153,-0.1378392296362561
0.3202958792322958,1.4713267891685817,-0.11946898303237667
0.31332488346270615,1.5687000758738194,-0.12899400940662398
0.3261098598714401,1.415394385060201,-0.12137221492013131
0.3273875490626952,1.6773024759000632,-0.1298890162561107
0.3051615579097386,1.7068123309593366,-0.10767178360960888
0.27247476832979495,1.4462540062681133,-0.11221560348152661
0.31846158857881796,2.028704455362953,-0.10286313368101008
0.327310077087027,1.8548421147302625,-0.1451578415649887
0.3355556740258277,1.515296217061696,-0.15210559927108935
0.3410389709747106,1.809983640751428,-0.1354372826019617
0.3019196870225448,1.782420715167069,-0.08275669208291796
0.32340366350094163,1.7025098729139647,-0.13911451803045094
0.33596379795953196,2.3057075481787375,-0.14834112889419884
0.32145046095355534,2.1271530633375537,-0.1366565919769888
0.30048305713131207,1.2115848151677266,-0.08461045686366198
0.3019110167755759,1.3261655407905806,-0.08187694309313084
0.32149874876039664,1.1601431375913485,-0.13725857998094432
0.3052692041028405,1.2157704759321726,-0.08919440587790045
0.31741445229285264,1.789301127790449,-0.09678966191165843
0.31111356570225684,1.4797464885210976,-0.08939140472015196
0.324293222366877,1.1797012822758368,-0.12675360466436097
0.29932045150146486,1.6506666505599246,-0.0911555711926875
0.30567286138024613,1.646635215712346,-0.0691958046395639
0.32791596119281263,2.086284545108607,-0.07902928270226364
0.3146223982140592,2.4166186331633916,-0.12645057497719134
0.32918582185404,1.7870932489818299,-0.1892912872118459
0.3479147805796967,1.7744249705309607,-0.09401604930701092
0.3421313257421537,2.073093141354487,-0.13824176273503483
0.33559291253366014,1.449729468240597,-0.14569392710445664
0.3258785267775497,2.147200262010075,-0.13626599746605925
0.3426602925730256,2.284493068947008,-0.1030400356315699
0.3185022985231744,1.5312554109740397,-0.1017694331957654
0.313848371602709,1.3900681865919786,-0.08342577283357604
0.30435159917994964,1.8675948263539828,-0.092318114372619
0.3461606544693925,1.1215959242776952,-0.11348717760368385
0.32386238383123095,1.1005283679752291,-0.13735990741236243
0.3092236775403626,1.9028074217526325,-0.09346274997695625
0.31017850122577006,1.6844558257086315,-0.10311438315534327
0.30416795407066083,1.829565581441067,-0.10632672405288132
0.29952623101491554,1.5860081508059798,-0.08984925126245841
0.2931509168414948,1.329373524557482,-0.09828712994113972
0.306617865276445,1.4015350218139415,-0.16324253004421127
0.3041559181756419,1.24336054248269,-0.13541282302301547
0.30768187472850944,1.3166207109655896,-0.12484563680959586
0.3383165011459797,1.1526550208251938,-0.11296174564650598
0.33335784781091704,1.3294987623601568,-0.12000277727663701
0.3211773437078067,1.254432430658204,-0.08826347575774363
0.3102754179788608,1.263530284185747,-0.14138247098609774
0.3049211452126452,1.249504207949354,-0.14737556359233947
0.3036331542294706,1.4140160377550164,-0.13214733121551786
0.3345899526394541,2.2136812386556186,-0.09477494501693554
0.3264795025876576,0.9889662090979146,-0.1492646103594362
0.3002037467354363,1.3192347955918036,-0.07622082617463066
0.32629474268830855,2.1752643486418486,-0.15248989653988454
0.30681172522196665,1.7827091851514807,-0.07513230742294198
0.3365939649842977,2.4204811089349736,-0.12709068631468864
0.29192654469973506,1.9212528560528588,-0.12189855325924659
0.29378652101785896,1.8201351663034502,-0.11814356226429899
0.29482497968728727,2.0356311155870137,-0.11452714949180114
0.29614916490204873,2.069822951568366,-0.1252031603671117
0.33890790625050626,1.729015731183706,-0.09345099132318938
0.30924113840533735,2.1515072397613406,-0.12205224394811962
0.3038861972654728,1.9767018525781892,-0.1093738967140825
0.3147415477101465,1.3526535879166734,-0.10398301474805134
0.3001781294448364,1.3408965724227866,-0.14386073007373293
0.3192201649171119,1.7444331576540635,-0.1401426918282626
0.31009256255433354,2.0323257060168323,-0.10784996281857205
0.28975175592644914,2.015652198995195,-0.10973873613556048
0.29125241705710236,2.168524472206055,-0.1146861061070256
0.2979936020775475,1.8663761423117213,-0.11758153986772442
0.2969837236046436,1.5720851070144541,-0.12630989022454273
0.3228859772946803,1.318767562788691,-0.1373343396622758
0.3335154604403366,1.3161992180610063,-0.15261400122090418
0.30763436696992563,2.349285861739713,-0.07755431268367112
0.3081322091865696,2.3454428479761558,-0.07946725696158456
0.3141570575234617,2.1132957949455053,-0.04742362984850655
0.31779022173939186,1.9784766185198839,-0.1579631499396918
0.34168781834907813,2.3393836953744223,-0.14977507950861693
0.3617258283651573,2.2910875742885066,-0.13834936641938095
0.3143856329945322,2.292696875040866,-0.13807332764556646
0.30770069356443586,2.140924025486694,-0.14243950413125764
0.3139797990543467,1.9885265486251429,-0.0953597348905644
0.3507692621679749,1.6717357720254065,-0.13270539832746484
0.32087848773043626,1.6974639362317723,-0.11985526435709463
0.3249124008193109,1.6061403066262678,-0.11942768723103679
0.3203435248199596,1.431299639242946,-0.11562509222528305
0.31210626869707564,1.3813008034990921,-0.11316691059822295
0.29219009822553754,1.3469717827827112,-0.11100742827292986
0.30893767663524974,1.7510347149893937,-0.11149514446831638
0.3141632963200236,1.2894444445580726,-0.1236860441645649
0.30166713321892047,1.6972474187892894,-0.08294178792552316
0.31759167384081577,1.7741976476840062,-0.13231434849121967
0.3234537470065834,2.2682600024639186,-0.16600215885719113
0.31130929952990927,2.0665271511628047,-0.17010798393624613
0.29528454492225076,2.112534907299012,-0.15665020652614142
0.31711898978375913,1.488960064330581,-0.1373832323245157
0.3299933481194807,1.903342292305121,-0.10261539829763157
0.30564363700273767,2.5609916433751136,-0.09534737637984933
0.30564363700273767,2.5609916433751136,-0.09534737637984933
0.30564363700273767,2.5609916433751136,-0.09534737637984933
0.3031464419939009,2.5267190360420333,-0.09445325636476666
0.30314610248533774,2.53825104044078,-0.09379253204227236
0.30314610248533774,2.53825104044078,-0.09379253204227236
0.30314610248533774,2.53825104044078,-0.09379253204227236
0.30295756482050035,2.5549128040798803,-0.09250492975393747
0.3034834291282329,2.591179704858984,-0.09133678853227463
0.3034834291282329,2.591179704858984,-0.09133678853227463
0.30823331423924194,2.5802120389197385,-0.09271304317151735
0.30897056231753184,2.5543490698633136,-0.09330590140057726
0.30633058287671383,2.5960595364890695,-0.09634104377481062
0.30633058287671383,2.5960595364890695,-0.09634104377481062
0.30594154120529177,2.604919787807751,-0.09966669395145564
0.3056127686441347,2.5863053545955825,-0.10048807316665613
0.3056127686441347,2.5863053545955825,-0.10048807316665613
0.3050009359787983,2.5747926150860847,-0.09985839152701156
0.3050009359787983,2.5747926150860847,-0.09985839152701156
0.3050009359787983,2.5747926150860847,-0.09985839152701156
0.3050009359787983,2.5747926150860847,-0.09985839152701156
0.3050009359787983,2.5747926150860847,-0.09985839152701156
0.30557542859161363,2.5824604020706787,-0.09999946377764071
0.30557542859161363,2.5824604020706787,-0.09999946377764071
0.3057653394310602,2.526798886899324,-0.100356894567808
0.3064698067261993,2.5008093673286016,-0.09992565771114682
0.3064698067261993,2.5008093673286016,-0.09992565771114682
0.31049066067463343,2.4594635390453443,-0.09319492201873272
0.328905725141963,1.9874109674907865,-0.14517899485329286
0.33088467841444613,2.1446610633608216,-0.11260525021744298
0.2997171629654984,1.861049898642711,-0.13542445330987093
0.3415743675602866,1.801448666976357,-0.08360558398331469
0.33824159700828477,1.563685248092682,-0.08639636196406293
0.2960543070383169,1.7828583064722365,-0.13015978723862207
0.31321774563222177,1.482143291319009,-0.12279714621580677
0.314938583729251,1.2986726932143895,-0.08366387652328612
0.31368743893456047,1.6950265876627206,-0.14187576677009497
0.31306454215649476,1.4039089293786327,-0.07451929075834515
0.3145760962110247,1.583949611721355,-0.0874482472675792
0.3335441887931283,1.5485932529631126,-0.1308726850722767
0.34879217880075675,1.5012770821299743,-0.13417079090368167
0.3242114180991247,1.3910523883347958,-0.09835005377804905
0.31527818026001087,1.3623032136184312,-0.11028801220673726
0.31358933730862754,2.340484606681541,-0.12656291996602909
0.31942935915341025,1.8583546351674618,-0.12242362120479536
0.31863679276392587,2.1762681048607564,-0.11712651913156644
0.29121942047521043,1.321095963820722,-0.08884395766273691
0.31081113765557944,1.6616362885128777,-0.13307223247319086
0.3251526101355776,1.489665310798786,-0.1287760790566403
0.30291617417910266,1.1409294270724162,-0.11986088855244689
0.30745635654703446,1.1568776470967397,-0.10964644050452328
0.32973431356761074,1.2842210533820018,-0.11512854003937929
0.34358202130745885,1.562433905941254,-0.11729417641508691
0.2965323415509679,1.4500190445802832,-0.14025955495482884
0.330064668392129,1.2630450699810298,-0.1151853941733634
0.32047790563224565,1.3736173163833532,-0.12424303508116052
0.31258578300044254,1.1635747789659514,-0.09689257211191515
0.32857763230726955,1.051853499824631,-0.08033745680434683
0.33019235369868155,1.0197645085079403,-0.08306164492102874
0.2942719279379723,1.702532840555575,-0.10326623161323865
0.2971746467314988,1.7063227926641344,-0.09397591936459443
0.2985760801856124,1.9471889355449297,-0.10115229838320562
0.3104985850777292,1.0185185873551301,-0.11529747796101682
0.3199283025177359,2.3481932253551885,-0.10359342486849654
0.29767826779598894,1.6360748122195454,-0.15713016583630837
0.28756540233390654,1.1853617166362447,-0.1253952140775062
0.2899851608081995,1.1016856070597643,-0.12824400308383674
0.2876102129086307,1.3449521117871719,-0.11767731393890303
0.3266990575878922,1.6516394625184705,-0.16441425669432072
0.33388779927083884,1.6218078078260787,-0.15891867120677977
0.3261075336957299,1.41069363975597,-0.14999388298400967
0.31159124038132,1.501250544589758,-0.08504399266104813
0.30437640924390413,1.7444033135856165,-0.08733797604809905
0.30082817846623483,1.5011650945361072,-0.1063311942729947
0.32457972306886246,1.4453507857249315,-0.14592942737570505
0.3254701526918102,1.4542462246927976,-0.15222380645592112
0.3193966559898727,1.4975102071749966,-0.14534538980123754
0.33174635375197425,1.6361736067670984,-0.14633398276148163
